timestamp,Infrared to Red Signal Ratio
01/31/20 00:00:13,1
01/31/20 00:01:14,0
01/31/20 00:02:14,-3
01/31/20 00:03:14,-17
01/31/20 00:04:14,0
01/31/20 00:05:14,-1
01/31/20 00:06:14,-4
01/31/20 00:07:15,0
01/31/20 00:08:15,21
01/31/20 00:09:15,0
01/31/20 00:10:15,8
01/31/20 00:11:15,20
01/31/20 00:12:15,0
01/31/20 00:13:16,-12
01/31/20 00:14:16,-5
01/31/20 00:15:16,21
01/31/20 00:16:16,-1
01/31/20 00:17:16,0
01/31/20 00:18:16,4
01/31/20 00:19:17,-4
01/31/20 00:20:17,0
01/31/20 00:21:17,-4
01/31/20 00:22:17,-3
01/31/20 00:23:15,-4
01/31/20 00:24:16,-7
01/31/20 00:25:16,0
01/31/20 00:26:16,-7
01/31/20 00:27:16,-6
01/31/20 00:28:16,14
01/31/20 00:29:16,-3
01/31/20 00:30:16,30
01/31/20 00:31:17,0
01/31/20 00:32:17,-7
01/31/20 00:33:17,3
01/31/20 00:34:17,-15
01/31/20 00:35:17,-34
01/31/20 00:36:17,7
01/31/20 00:37:17,-12
01/31/20 00:38:18,1
01/31/20 00:39:21,-30
01/31/20 00:40:21,0
01/31/20 00:41:21,0
01/31/20 00:42:21,0
01/31/20 00:43:21,-68
01/31/20 00:44:22,4
01/31/20 00:45:22,5
01/31/20 00:46:22,0
01/31/20 00:47:22,2
01/31/20 00:48:22,0
01/31/20 00:49:22,-4
01/31/20 00:50:23,-1
01/31/20 00:51:23,6
01/31/20 00:52:23,0
01/31/20 00:53:23,2
01/31/20 00:54:23,0
01/31/20 00:55:23,0
01/31/20 00:56:23,10
01/31/20 00:57:24,15
01/31/20 00:58:24,-5
01/31/20 00:59:24,-2
01/31/20 01:00:24,-6
01/31/20 01:01:24,7
01/31/20 01:02:24,-2
01/31/20 01:03:25,21
01/31/20 01:04:25,-9
01/31/20 01:05:25,-6
01/31/20 01:06:25,-1
01/31/20 01:07:25,-1
01/31/20 01:08:25,3
01/31/20 01:09:25,8
01/31/20 01:10:26,0
01/31/20 01:11:26,2
01/31/20 01:12:26,7
01/31/20 01:13:27,0
01/31/20 01:14:27,11
01/31/20 01:15:27,4
01/31/20 01:16:30,-1
