timestamp,Infrared to Red Signal Ratio
02/11/20 00:00:48,0
02/11/20 00:01:48,-3
02/11/20 00:02:48,-13
02/11/20 00:03:48,-4
02/11/20 00:04:48,15
02/11/20 00:05:49,-8
02/11/20 00:06:52,0
02/11/20 00:07:52,-1
02/11/20 00:08:52,-1
02/11/20 00:09:52,0
02/11/20 00:10:52,-3
02/11/20 00:11:52,6
02/11/20 00:12:53,6
02/11/20 00:13:53,-1
02/11/20 00:14:53,17
02/11/20 00:15:53,1
02/11/20 00:16:53,-2
02/11/20 00:17:53,-20
02/11/20 00:18:54,-2
02/11/20 00:19:54,19
02/11/20 00:20:54,-12
02/11/20 00:21:54,-1
02/11/20 00:22:54,1
02/11/20 00:23:54,-1
02/11/20 00:24:54,0
02/11/20 00:25:55,-1
02/11/20 00:26:55,-4
02/11/20 00:27:55,9
02/11/20 00:28:55,-2
02/11/20 00:29:55,-4
02/11/20 00:30:55,-1
02/11/20 00:31:55,-4
02/11/20 00:32:56,0
02/11/20 00:33:56,-5
02/11/20 00:34:56,-26
02/11/20 00:35:56,0
02/11/20 00:36:56,-7
02/11/20 00:37:56,1
02/11/20 00:38:56,-1
02/11/20 00:39:57,-3
02/11/20 00:40:57,2
02/11/20 00:41:57,-1
02/11/20 00:42:57,-1
02/11/20 00:43:57,-1
02/11/20 00:44:58,0
02/11/20 00:45:58,-1
02/11/20 00:46:59,-1
02/11/20 00:47:59,-8
02/11/20 00:48:59,-2
02/11/20 00:49:59,5
02/11/20 00:51:00,-2
02/11/20 00:52:00,-8
02/11/20 00:53:00,-4
02/11/20 00:54:00,-5
02/11/20 00:55:00,1
02/11/20 00:56:00,-1
02/11/20 00:57:00,0
02/11/20 00:58:01,2
02/11/20 00:59:01,-16
02/11/20 01:00:01,45
02/11/20 01:01:01,-1
02/11/20 01:02:01,-17
02/11/20 01:03:02,-1
02/11/20 01:04:02,0
02/11/20 01:05:02,0
02/11/20 01:06:05,0
02/11/20 01:07:05,10
02/11/20 01:08:05,29
02/11/20 01:09:05,-1
02/11/20 01:10:06,1
02/11/20 01:11:06,-1
