timestamp,Infrared to Red Signal Ratio
02/17/20 00:04:01,2
02/17/20 00:05:01,1
02/17/20 00:06:01,0
02/17/20 00:07:01,-15
02/17/20 00:08:02,-9
02/17/20 00:09:02,2
02/17/20 00:10:02,-1
02/17/20 00:11:02,-5
02/17/20 00:12:02,-1
02/17/20 00:13:02,13
02/17/20 00:14:02,-25
02/17/20 00:15:03,-5
02/17/20 00:16:03,-1
02/17/20 00:17:03,-1
02/17/20 00:18:03,0
02/17/20 00:19:03,-3
02/17/20 00:20:03,-1
02/17/20 00:21:03,-1
02/17/20 00:22:04,1
02/17/20 00:23:04,-7
02/17/20 00:24:04,-1
02/17/20 00:25:04,-51
02/17/20 00:26:04,-1
02/17/20 00:27:05,0
02/17/20 00:28:05,13
02/17/20 00:29:05,7
02/17/20 00:30:05,4
02/17/20 00:31:05,9
02/17/20 00:32:05,-9
02/17/20 00:33:05,-13
02/17/20 00:34:06,17
02/17/20 00:35:06,-1
02/17/20 00:36:06,2
02/17/20 00:37:06,-4
02/17/20 00:38:06,1
02/17/20 00:39:06,-1
02/17/20 00:40:06,-19
02/17/20 00:41:07,-1
02/17/20 00:42:07,0
02/17/20 00:43:07,0
02/17/20 00:44:08,-3
02/17/20 00:45:08,-1
02/17/20 00:46:08,0
02/17/20 00:47:08,-13
02/17/20 00:48:08,-24
02/17/20 00:49:08,21
02/17/20 00:50:08,9
02/17/20 00:51:09,-2
02/17/20 00:52:09,-19
02/17/20 00:53:09,-21
02/17/20 00:54:09,-10
02/17/20 00:55:09,8
02/17/20 00:56:09,5
02/17/20 00:57:10,9
02/17/20 00:58:10,-4
02/17/20 00:59:12,1
02/17/20 01:00:12,-19
02/17/20 01:01:13,-21
02/17/20 01:02:13,-1
02/17/20 01:03:13,-9
02/17/20 01:04:13,-1
02/17/20 01:05:13,-2
02/17/20 01:06:13,-1
02/17/20 01:07:13,0
02/17/20 01:08:14,0
02/17/20 01:09:14,0
02/17/20 01:10:14,-1
02/17/20 01:11:14,-1
02/17/20 01:12:14,0
02/17/20 01:13:14,-2
02/17/20 01:14:14,0
02/17/20 01:15:15,0
02/17/20 01:16:15,0
02/17/20 01:17:15,30
02/17/20 01:18:15,3
02/17/20 01:19:15,3
02/17/20 01:20:15,1
02/17/20 01:21:15,2
02/17/20 01:22:16,2
02/17/20 01:23:16,0
02/17/20 01:24:16,8
02/17/20 01:25:16,-3
02/17/20 01:26:16,-1
02/17/20 01:27:16,-27
02/17/20 01:28:16,1
02/17/20 01:29:17,0
02/17/20 01:30:17,11
02/17/20 01:31:18,0
02/17/20 01:32:18,2
02/17/20 01:33:18,0
02/17/20 01:34:18,1
02/17/20 01:35:18,7
02/17/20 01:36:18,-1
02/17/20 01:37:19,42
02/17/20 01:38:19,-7
02/17/20 01:39:19,10
02/17/20 01:40:19,-5
02/17/20 01:41:19,-18
02/17/20 01:42:19,-19
02/17/20 01:43:19,1
02/17/20 01:44:20,-1
02/17/20 01:45:20,-9
02/17/20 01:46:20,-8
02/17/20 01:47:20,52
02/17/20 01:48:20,-16
02/17/20 01:49:20,-49
02/17/20 01:50:21,-24
02/17/20 01:51:21,9
02/17/20 01:52:21,-4
02/17/20 01:53:21,0
02/17/20 01:54:21,6
02/17/20 01:55:21,-2
02/17/20 01:56:21,23
02/17/20 01:57:22,-14
02/17/20 01:58:22,18
02/17/20 01:59:22,-1
02/17/20 02:00:22,0
02/17/20 02:01:22,-1
02/17/20 02:02:22,0
02/17/20 02:03:23,-7
02/17/20 02:04:23,-2
02/17/20 02:05:23,11
02/17/20 02:06:23,-1
02/17/20 02:07:23,-14
02/17/20 02:08:23,-2
02/17/20 02:09:23,-7
02/17/20 02:10:24,-2
02/17/20 02:11:24,-4
02/17/20 02:12:24,0
02/17/20 02:13:24,-26
02/17/20 02:14:24,18
02/17/20 02:15:24,-4
02/17/20 02:16:24,20
02/17/20 02:17:25,1
02/17/20 02:18:25,-1
02/17/20 02:19:27,-22
02/17/20 02:20:27,89
02/17/20 02:21:27,-11
02/17/20 02:22:28,-6
02/17/20 02:23:28,-2
02/17/20 02:24:28,-17
02/17/20 02:25:28,-1
02/17/20 02:26:28,-1
02/17/20 02:27:28,3
02/17/20 02:28:29,-15
02/17/20 02:29:29,0
02/17/20 02:30:29,1
02/17/20 02:31:29,0
02/17/20 02:32:29,9
02/17/20 02:33:29,2
02/17/20 02:34:29,-4
02/17/20 02:35:33,1
02/17/20 02:36:33,-2
02/17/20 02:37:35,-1
02/17/20 02:38:35,-1
02/17/20 02:39:35,-2
02/17/20 02:40:35,-33
02/17/20 02:41:35,3
02/17/20 02:42:35,-1
02/17/20 02:43:35,0
02/17/20 02:44:36,0
02/17/20 02:45:36,2
02/17/20 02:46:36,3
02/17/20 02:47:36,-2
02/17/20 02:48:36,-3
02/17/20 02:49:36,-9
02/17/20 02:50:36,0
02/17/20 02:51:37,2
02/17/20 02:52:37,-10
02/17/20 02:53:37,-3
02/17/20 02:54:37,3
02/17/20 02:55:37,-1
02/17/20 02:56:37,-1
02/17/20 02:57:39,-1
02/17/20 02:58:39,-2
02/17/20 02:59:39,16
02/17/20 03:00:39,4
02/17/20 03:01:39,-3
02/17/20 03:02:39,-2
02/17/20 03:03:39,-1
02/17/20 03:04:40,-6
02/17/20 03:05:40,-28
02/17/20 03:06:39,-6
02/17/20 03:07:39,-1
02/17/20 03:08:39,9
02/17/20 03:09:40,0
02/17/20 03:10:40,9
02/17/20 03:11:40,0
02/17/20 03:12:40,-1
02/17/20 03:13:40,5
02/17/20 03:14:40,26
02/17/20 03:15:41,-7
02/17/20 03:16:41,3
02/17/20 03:17:41,-5
02/17/20 03:18:41,-1
02/17/20 03:19:41,2
02/17/20 03:20:41,0
02/17/20 03:21:41,-28
02/17/20 03:22:42,0
02/17/20 03:23:43,-9
02/17/20 03:24:43,0
02/17/20 03:25:43,-1
02/17/20 03:26:43,-3
02/17/20 03:27:43,-1
02/17/20 03:28:43,0
02/17/20 03:29:44,-4
02/17/20 03:30:44,-11
02/17/20 03:31:44,3
02/17/20 03:32:44,4
02/17/20 03:33:44,-5
02/17/20 03:34:44,2
02/17/20 03:35:44,0
02/17/20 03:36:45,5
