timestamp,Infrared to Red Signal Ratio
02/18/20 00:03:01,2
02/18/20 00:04:01,1
02/18/20 00:05:01,3
02/18/20 00:06:01,2
02/18/20 00:07:02,-3
02/18/20 00:08:02,-7
02/18/20 00:09:02,-1
02/18/20 00:10:02,-1
02/18/20 00:11:02,1
02/18/20 00:12:03,2
02/18/20 00:13:03,-2
02/18/20 00:14:03,-12
02/18/20 00:15:03,-7
02/18/20 00:16:03,1
02/18/20 00:17:03,1
02/18/20 00:18:04,-1
02/18/20 00:19:04,-13
02/18/20 00:20:04,-1
02/18/20 00:21:04,-1
02/18/20 00:22:04,-1
02/18/20 00:23:04,3
02/18/20 00:24:04,0
02/18/20 00:25:05,2
02/18/20 00:26:05,4
02/18/20 00:27:05,-16
02/18/20 00:28:05,-1
02/18/20 00:29:05,0
02/18/20 00:30:05,-1
02/18/20 00:31:06,1
02/18/20 00:32:06,-2
02/18/20 00:33:06,-1
02/18/20 00:34:06,-4
02/18/20 00:35:06,0
02/18/20 00:36:06,5
02/18/20 00:37:06,2
02/18/20 00:38:07,-2
02/18/20 00:39:06,-4
02/18/20 00:40:07,12
02/18/20 00:41:08,-2
02/18/20 00:42:08,34
02/18/20 00:43:08,2
02/18/20 00:44:08,7
02/18/20 00:45:08,19
02/18/20 00:46:08,-1
02/18/20 00:47:09,-1
02/18/20 00:48:09,0
02/18/20 00:49:09,-2
02/18/20 00:50:09,0
02/18/20 00:51:09,0
02/18/20 00:52:09,1
02/18/20 00:53:09,-1
02/18/20 00:54:10,-2
02/18/20 00:55:10,5
02/18/20 00:56:10,-1
02/18/20 00:57:10,-4
02/18/20 00:58:10,0
02/18/20 00:59:10,-2
02/18/20 01:00:10,4
02/18/20 01:01:10,-1
02/18/20 01:02:10,17
02/18/20 01:03:10,-1
02/18/20 01:04:11,3
02/18/20 01:05:11,-1
02/18/20 01:06:11,7
02/18/20 01:07:11,-8
02/18/20 01:08:11,-1
02/18/20 01:09:11,-1
02/18/20 01:10:12,2
02/18/20 01:11:12,1
02/18/20 01:12:12,-1
02/18/20 01:13:12,0
02/18/20 01:14:12,0
02/18/20 01:15:12,8
02/18/20 01:16:12,5
02/18/20 01:17:12,6
02/18/20 01:18:13,1
02/18/20 01:19:13,-3
02/18/20 01:20:13,27
02/18/20 01:21:13,18
02/18/20 01:22:13,-1
02/18/20 01:23:13,25
02/18/20 01:24:14,-1
02/18/20 01:25:14,-1
02/18/20 01:26:14,10
02/18/20 01:27:14,0
02/18/20 01:28:15,-1
02/18/20 01:29:15,0
02/18/20 01:30:15,-3
02/18/20 01:31:15,6
02/18/20 01:32:16,-1
02/18/20 01:33:16,-5
02/18/20 01:34:16,3
02/18/20 01:35:16,0
02/18/20 01:36:16,-1
02/18/20 01:37:16,0
02/18/20 01:38:16,1
02/18/20 01:39:17,0
02/18/20 01:40:17,-7
02/18/20 01:41:17,-3
02/18/20 01:42:17,-11
02/18/20 01:43:17,0
02/18/20 01:44:17,17
02/18/20 01:45:18,0
02/18/20 01:46:18,-1
02/18/20 01:47:18,-68
02/18/20 01:48:18,9
02/18/20 01:49:18,-1
02/18/20 01:50:18,0
02/18/20 01:51:18,2
02/18/20 01:52:19,30
02/18/20 01:53:19,0
02/18/20 01:54:19,0
02/18/20 01:55:19,-1
02/18/20 01:56:19,-1
02/18/20 01:57:19,-1
02/18/20 01:58:19,-4
02/18/20 01:59:20,14
02/18/20 02:00:20,-1
02/18/20 02:01:20,-20
