timestamp,Infrared to Red Signal Ratio
01/30/20 00:00:37,-1
01/30/20 00:01:38,-11
01/30/20 00:02:37,0
01/30/20 00:03:37,1
01/30/20 00:04:38,-1
01/30/20 00:05:38,1
01/30/20 00:06:38,14
01/30/20 00:07:38,0
01/30/20 00:08:38,-2
01/30/20 00:09:38,-1
01/30/20 00:10:39,-1
01/30/20 00:11:39,-1
01/30/20 00:12:39,12
01/30/20 00:13:39,0
01/30/20 00:14:39,8
01/30/20 00:15:39,16
01/30/20 00:16:39,-14
01/30/20 00:17:40,20
01/30/20 00:18:40,-4
01/30/20 00:19:40,-1
01/30/20 00:20:41,10
01/30/20 00:21:41,3
01/30/20 00:22:41,-37
01/30/20 00:23:41,0
01/30/20 00:24:41,14
01/30/20 00:25:41,-6
01/30/20 00:26:42,0
01/30/20 00:27:42,2
01/30/20 00:28:42,-1
01/30/20 00:29:42,4
01/30/20 00:30:42,1
01/30/20 00:31:42,-3
01/30/20 00:32:42,-1
01/30/20 00:33:43,-1
01/30/20 00:34:43,-2
01/30/20 00:35:43,8
01/30/20 00:36:43,12
01/30/20 00:37:43,0
01/30/20 00:38:43,18
01/30/20 00:39:44,10
01/30/20 00:40:44,5
01/30/20 00:41:44,-7
01/30/20 00:42:44,3
01/30/20 00:43:44,0
01/30/20 00:44:44,-5
01/30/20 00:45:45,-1
01/30/20 00:46:45,-24
01/30/20 00:47:45,-51
01/30/20 00:48:45,0
01/30/20 00:49:43,-5
01/30/20 00:50:43,10
01/30/20 00:51:43,0
01/30/20 00:52:43,-5
01/30/20 00:53:43,-5
01/30/20 00:54:43,6
01/30/20 00:55:43,3
01/30/20 00:56:47,21
01/30/20 00:57:47,-2
01/30/20 00:58:47,0
01/30/20 00:59:47,-7
01/30/20 01:00:47,-1
01/30/20 01:01:47,-5
01/30/20 01:02:48,-5
01/30/20 01:03:48,-53
01/30/20 01:04:48,-1
01/30/20 01:05:51,-1
01/30/20 01:06:51,5
01/30/20 01:07:51,-4
01/30/20 01:08:51,18
01/30/20 01:09:52,20
01/30/20 01:10:52,-2
01/30/20 01:11:52,5
01/30/20 01:12:52,-20
01/30/20 01:13:52,-4
01/30/20 01:14:52,0
01/30/20 01:15:52,-7
01/30/20 01:16:53,-3
01/30/20 01:17:53,0
01/30/20 01:18:53,1
01/30/20 01:19:53,4
01/30/20 01:20:53,4
01/30/20 01:21:53,0
01/30/20 01:22:54,-6
01/30/20 01:23:54,0
01/30/20 01:24:54,1
01/30/20 01:25:54,10
01/30/20 01:26:54,1
01/30/20 01:27:54,1
01/30/20 01:28:54,-1
01/30/20 01:29:55,3
01/30/20 01:30:55,0
01/30/20 01:31:55,-1
01/30/20 01:32:55,-1
01/30/20 01:33:55,1
01/30/20 01:34:55,9
01/30/20 01:35:56,-1
01/30/20 01:36:56,46
01/30/20 01:37:57,1
01/30/20 01:38:57,36
01/30/20 01:39:57,-2
01/30/20 01:40:57,1
01/30/20 01:41:57,-1
01/30/20 01:42:57,-4
01/30/20 01:43:58,29
01/30/20 01:44:58,12
01/30/20 01:45:58,1
01/30/20 01:46:58,3
01/30/20 01:47:58,-1
01/30/20 01:48:58,1
01/30/20 01:49:58,-1
01/30/20 01:50:59,-1
01/30/20 01:51:59,1
01/30/20 01:52:59,0
01/30/20 01:53:59,-2
01/30/20 01:54:59,22
01/30/20 01:55:59,-26
01/30/20 01:56:59,-1
