timestamp,Infrared to Red Signal Ratio
02/23/20 00:00:07,-1
02/23/20 00:01:07,-3
02/23/20 00:02:07,17
02/23/20 00:03:08,0
02/23/20 00:04:08,0
02/23/20 00:05:08,-1
02/23/20 00:06:08,0
02/23/20 00:07:08,-1
02/23/20 00:08:08,-1
02/23/20 00:09:08,1
02/23/20 00:10:09,0
02/23/20 00:11:09,-1
02/23/20 00:12:08,2
02/23/20 00:13:08,0
02/23/20 00:14:09,-1
02/23/20 00:15:09,-1
02/23/20 00:16:09,2
02/23/20 00:17:09,-16
02/23/20 00:18:09,2
02/23/20 00:19:09,0
02/23/20 00:20:10,-1
02/23/20 00:21:10,4
02/23/20 00:22:10,-1
02/23/20 00:23:10,6
02/23/20 00:24:10,0
02/23/20 00:25:10,-2
02/23/20 00:26:10,0
02/23/20 00:27:11,0
02/23/20 00:28:12,-1
02/23/20 00:29:12,-13
02/23/20 00:30:12,0
02/23/20 00:31:12,4
02/23/20 00:32:12,12
02/23/20 00:33:12,-1
02/23/20 00:34:13,-9
02/23/20 00:35:13,2
02/23/20 00:36:13,-1
02/23/20 00:37:13,-16
02/23/20 00:38:13,-1
02/23/20 00:39:13,-11
02/23/20 00:40:13,5
02/23/20 00:41:14,5
02/23/20 00:42:14,24
02/23/20 00:43:14,-1
02/23/20 00:44:14,8
02/23/20 00:45:14,-13
02/23/20 00:46:15,-37
02/23/20 00:47:15,-1
02/23/20 00:48:15,-8
02/23/20 00:49:15,-3
02/23/20 00:50:15,-1
02/23/20 00:51:15,0
02/23/20 00:52:16,2
02/23/20 00:53:16,-1
02/23/20 00:54:16,-1
02/23/20 00:55:16,-3
02/23/20 00:56:16,0
02/23/20 00:57:16,-1
02/23/20 00:58:16,1
02/23/20 00:59:17,-1
02/23/20 01:00:17,0
02/23/20 01:01:17,-2
02/23/20 01:02:17,-33
02/23/20 01:03:17,8
02/23/20 01:04:17,4
02/23/20 01:05:17,16
02/23/20 01:06:18,-1
02/23/20 01:07:18,-2
02/23/20 01:08:18,-1
02/23/20 01:09:18,-1
02/23/20 01:10:18,0
02/23/20 01:11:18,-18
02/23/20 01:12:19,-5
02/23/20 01:13:19,-5
02/23/20 01:14:19,1
02/23/20 01:15:19,-16
02/23/20 01:16:19,-1
02/23/20 01:17:19,3
02/23/20 01:18:19,-2
02/23/20 01:19:19,6
02/23/20 01:20:19,-2
02/23/20 01:21:19,-16
02/23/20 01:22:20,0
02/23/20 01:23:20,5
02/23/20 01:24:20,17
02/23/20 01:25:20,6
02/23/20 01:26:20,0
02/23/20 01:27:20,0
02/23/20 01:28:20,0
02/23/20 01:29:21,2
02/23/20 01:30:21,-1
02/23/20 01:31:21,5
02/23/20 01:32:21,0
02/23/20 01:33:21,0
02/23/20 01:34:21,12
02/23/20 01:35:21,36
02/23/20 01:36:21,0
02/23/20 01:37:22,31
02/23/20 01:38:22,0
02/23/20 01:39:22,-5
02/23/20 01:40:22,4
02/23/20 01:41:22,3
02/23/20 01:42:22,10
02/23/20 01:43:22,-2
02/23/20 01:44:23,0
02/23/20 01:45:23,24
02/23/20 01:46:23,13
02/23/20 01:47:23,-1
02/23/20 01:48:23,-7
02/23/20 01:49:23,1
02/23/20 01:50:23,2
02/23/20 01:51:24,-1
02/23/20 01:52:24,8
02/23/20 01:53:24,2
02/23/20 01:54:24,2
02/23/20 01:55:24,-3
02/23/20 01:56:24,-4
02/23/20 01:57:25,-7
02/23/20 01:58:25,-1
02/23/20 01:59:25,1
02/23/20 02:00:25,-2
02/23/20 02:01:25,6
02/23/20 02:02:25,0
02/23/20 02:03:25,-4
02/23/20 02:04:26,3
02/23/20 02:05:27,0
02/23/20 02:06:27,7
02/23/20 02:07:27,5
02/23/20 02:08:27,1
02/23/20 02:09:27,-8
02/23/20 02:10:27,-1
02/23/20 02:11:27,0
02/23/20 02:12:28,0
02/23/20 02:13:28,-1
02/23/20 02:14:28,0
02/23/20 02:15:28,1
02/23/20 02:16:28,-12
02/23/20 02:17:28,0
02/23/20 02:18:28,0
02/23/20 02:19:29,0
02/23/20 02:20:29,0
02/23/20 02:21:29,-5
02/23/20 02:22:29,-12
02/23/20 02:23:29,6
02/23/20 02:24:29,6
02/23/20 02:25:30,-1
02/23/20 02:26:30,1
02/23/20 02:27:30,0
02/23/20 02:28:30,-4
02/23/20 02:29:30,0
02/23/20 02:30:30,-1
02/23/20 02:31:30,0
02/23/20 02:32:31,0
02/23/20 02:33:31,0
02/23/20 02:34:31,0
02/23/20 02:35:31,0
02/23/20 02:36:31,0
02/23/20 02:37:31,13
02/23/20 02:38:32,0
02/23/20 02:39:32,2
02/23/20 02:40:32,0
02/23/20 02:41:32,2
02/23/20 02:42:32,7
02/23/20 02:43:32,0
02/23/20 02:44:32,0
02/23/20 02:45:33,0
02/23/20 02:46:33,-3
02/23/20 02:47:33,0
02/23/20 02:48:33,-1
02/23/20 02:49:33,0
02/23/20 02:50:33,2
02/23/20 02:51:33,-1
02/23/20 02:52:34,-20
02/23/20 02:53:34,0
02/23/20 02:54:35,-4
02/23/20 02:55:35,0
02/23/20 02:56:35,11
02/23/20 02:57:35,8
02/23/20 02:58:35,1
02/23/20 02:59:35,3
02/23/20 03:00:35,-7
02/23/20 03:01:36,1
02/23/20 03:02:36,-85
02/23/20 03:03:36,-3
02/23/20 03:04:36,26
02/23/20 03:05:36,0
02/23/20 03:06:36,0
02/23/20 03:07:36,0
02/23/20 03:08:36,13
02/23/20 03:09:36,-1
02/23/20 03:10:37,39
02/23/20 03:11:37,46
02/23/20 03:12:37,27
02/23/20 03:13:37,-1
02/23/20 03:14:37,57
02/23/20 03:15:37,-2
