timestamp,Infrared to Red Signal Ratio
02/22/20 00:00:34,9
02/22/20 00:01:34,-16
02/22/20 00:02:34,29
02/22/20 00:03:34,0
02/22/20 00:04:34,0
02/22/20 00:05:34,15
02/22/20 00:06:35,-1
02/22/20 00:07:35,-1
02/22/20 00:08:35,-9
02/22/20 00:09:35,0
02/22/20 00:10:35,0
02/22/20 00:11:36,9
02/22/20 00:12:36,-14
02/22/20 00:13:36,-1
02/22/20 00:14:36,4
02/22/20 00:15:36,7
02/22/20 00:16:36,0
02/22/20 00:17:37,2
02/22/20 00:18:37,0
02/22/20 00:19:37,-5
02/22/20 00:20:37,-5
02/22/20 00:21:37,-5
02/22/20 00:22:37,-25
02/22/20 00:23:37,-5
02/22/20 00:24:37,-10
02/22/20 00:25:38,-16
02/22/20 00:26:38,0
02/22/20 00:27:38,-1
02/22/20 00:28:38,-44
02/22/20 00:29:38,-7
02/22/20 00:30:38,-1
02/22/20 00:31:38,-4
02/22/20 00:32:39,-2
02/22/20 00:33:39,-8
02/22/20 00:34:39,3
02/22/20 00:35:39,-7
02/22/20 00:36:39,0
02/22/20 00:37:39,-1
02/22/20 00:38:40,0
02/22/20 00:39:40,-1
02/22/20 00:40:40,-2
02/22/20 00:41:40,2
02/22/20 00:42:40,-35
02/22/20 00:43:41,-9
02/22/20 00:44:41,-1
02/22/20 00:45:41,1
02/22/20 00:46:41,0
02/22/20 00:47:41,0
02/22/20 00:48:41,0
02/22/20 00:49:41,-1
02/22/20 00:50:42,0
02/22/20 00:51:42,0
02/22/20 00:52:42,7
02/22/20 00:53:42,-6
02/22/20 00:54:44,0
02/22/20 00:55:44,-5
02/22/20 00:56:44,-2
02/22/20 00:57:44,15
02/22/20 00:58:44,26
02/22/20 00:59:44,2
02/22/20 01:00:45,6
02/22/20 01:01:45,7
02/22/20 01:02:45,2
02/22/20 01:03:45,0
02/22/20 01:04:45,3
02/22/20 01:05:45,2
02/22/20 01:06:45,8
02/22/20 01:07:46,0
02/22/20 01:08:46,-40
02/22/20 01:09:46,10
02/22/20 01:10:46,2
02/22/20 01:11:46,-9
02/22/20 01:12:46,-1
02/22/20 01:13:46,0
02/22/20 01:14:46,-2
02/22/20 01:15:46,-2
02/22/20 01:16:46,1
02/22/20 01:17:47,4
02/22/20 01:18:47,-6
02/22/20 01:19:47,-1
02/22/20 01:20:47,0
02/22/20 01:21:47,-1
02/22/20 01:22:47,-1
02/22/20 01:23:47,-1
02/22/20 01:24:48,-3
02/22/20 01:25:48,0
02/22/20 01:26:48,1
02/22/20 01:27:48,0
02/22/20 01:28:48,-1
02/22/20 01:29:48,0
02/22/20 01:30:48,-35
02/22/20 01:31:48,21
02/22/20 01:32:49,-18
02/22/20 01:33:49,-1
02/22/20 01:34:49,-1
02/22/20 01:35:49,-8
02/22/20 01:36:49,-21
02/22/20 01:37:49,0
02/22/20 01:38:49,36
02/22/20 01:39:50,-23
02/22/20 01:40:50,4
02/22/20 01:41:50,32
02/22/20 01:42:51,-3
02/22/20 01:43:51,10
02/22/20 01:44:51,1
02/22/20 01:45:51,3
02/22/20 01:46:51,-18
02/22/20 01:47:51,0
02/22/20 01:48:52,-6
02/22/20 01:49:52,-2
02/22/20 01:50:52,-6
02/22/20 01:51:52,-2
02/22/20 01:52:52,0
02/22/20 01:53:52,-1
02/22/20 01:54:52,-6
02/22/20 01:55:53,10
02/22/20 01:56:53,1
02/22/20 01:57:53,6
02/22/20 01:58:53,-6
02/22/20 01:59:53,16
02/22/20 02:00:54,8
02/22/20 02:01:54,0
02/22/20 02:02:54,4
02/22/20 02:03:54,2
02/22/20 02:04:54,1
02/22/20 02:05:54,-2
02/22/20 02:06:55,1
02/22/20 02:07:55,2
02/22/20 02:08:55,-1
02/22/20 02:09:55,2
02/22/20 02:10:55,0
02/22/20 02:11:55,12
02/22/20 02:12:55,8
02/22/20 02:13:56,0
02/22/20 02:14:55,-12
02/22/20 02:15:55,0
02/22/20 02:16:55,3
02/22/20 02:17:56,-12
02/22/20 02:18:56,-7
02/22/20 02:19:56,0
02/22/20 02:20:56,-15
02/22/20 02:21:56,-1
02/22/20 02:22:56,4
02/22/20 02:23:56,-4
02/22/20 02:24:57,-1
02/22/20 02:25:57,-1
02/22/20 02:26:57,7
02/22/20 02:27:57,2
02/22/20 02:28:57,-1
02/22/20 02:29:57,7
02/22/20 02:30:57,6
02/22/20 02:31:57,-17
02/22/20 02:32:58,-12
02/22/20 02:33:58,-11
02/22/20 02:34:58,4
02/22/20 02:35:58,-4
02/22/20 02:36:58,-14
02/22/20 02:37:58,-17
02/22/20 02:38:58,2
02/22/20 02:39:59,7
02/22/20 02:40:59,10
02/22/20 02:41:59,8
02/22/20 02:42:59,3
02/22/20 02:43:59,-33
02/22/20 02:44:59,-1
02/22/20 02:45:59,13
02/22/20 02:47:01,-1
02/22/20 02:48:01,0
02/22/20 02:49:01,-22
02/22/20 02:50:01,22
02/22/20 02:51:02,-1
02/22/20 02:52:02,-1
02/22/20 02:53:02,-4
02/22/20 02:54:02,0
02/22/20 02:55:02,1
02/22/20 02:56:02,2
02/22/20 02:57:03,19
02/22/20 02:58:03,0
02/22/20 02:59:03,0
02/22/20 03:00:03,13
02/22/20 03:01:03,-3
02/22/20 03:02:03,0
02/22/20 03:03:03,-8
02/22/20 03:04:04,-3
02/22/20 03:05:04,-1
02/22/20 03:06:04,2
02/22/20 03:07:04,0
02/22/20 03:08:04,14
02/22/20 03:09:04,7
02/22/20 03:10:04,0
02/22/20 03:11:05,19
02/22/20 03:12:05,-21
02/22/20 03:13:05,7
02/22/20 03:14:05,7
02/22/20 03:15:05,1
02/22/20 03:16:05,-1
02/22/20 03:17:06,1
02/22/20 03:18:06,-2
02/22/20 03:19:06,-16
02/22/20 03:20:06,-4
02/22/20 03:21:06,-5
02/22/20 03:22:07,-3
02/22/20 03:23:07,0
02/22/20 03:24:07,0
