timestamp,Infrared to Red Signal Ratio
02/15/20 00:00:37,0
02/15/20 00:01:37,6
02/15/20 00:02:37,-1
02/15/20 00:03:38,-1
02/15/20 00:04:38,-6
02/15/20 00:05:38,0
02/15/20 00:06:38,25
02/15/20 00:07:38,0
02/15/20 00:08:38,0
02/15/20 00:09:38,1
02/15/20 00:10:39,9
02/15/20 00:11:39,11
02/15/20 00:12:39,-3
02/15/20 00:13:39,0
02/15/20 00:14:39,-2
02/15/20 00:15:39,4
02/15/20 00:16:40,21
02/15/20 00:17:40,18
02/15/20 00:18:40,-3
02/15/20 00:19:40,-7
02/15/20 00:20:40,-3
02/15/20 00:21:40,-2
02/15/20 00:22:40,4
02/15/20 00:23:41,-1
02/15/20 00:24:41,-1
02/15/20 00:25:41,-14
02/15/20 00:26:41,0
02/15/20 00:27:41,-5
02/15/20 00:28:41,-5
02/15/20 00:29:41,2
02/15/20 00:30:42,-6
02/15/20 00:31:42,-6
02/15/20 00:32:42,39
02/15/20 00:33:42,-3
02/15/20 00:34:42,0
02/15/20 00:35:42,-3
02/15/20 00:36:43,-1
02/15/20 00:37:43,0
02/15/20 00:38:43,-3
02/15/20 00:39:43,-2
02/15/20 00:40:43,9
02/15/20 00:41:43,5
02/15/20 00:42:43,6
02/15/20 00:43:44,-7
02/15/20 00:44:44,4
02/15/20 00:45:44,0
02/15/20 00:46:44,3
02/15/20 00:47:44,-1
02/15/20 00:48:44,6
02/15/20 00:49:44,5
02/15/20 00:50:45,1
02/15/20 00:51:45,13
02/15/20 00:52:45,0
02/15/20 00:53:45,1
02/15/20 00:54:45,-3
02/15/20 00:55:45,2
02/15/20 00:56:46,-2
02/15/20 00:57:46,33
02/15/20 00:58:46,19
02/15/20 00:59:46,16
02/15/20 01:00:46,2
02/15/20 01:01:46,-2
02/15/20 01:02:46,-7
02/15/20 01:03:47,25
02/15/20 01:04:47,-15
02/15/20 01:05:47,-1
02/15/20 01:06:47,24
02/15/20 01:07:47,0
02/15/20 01:08:47,1
02/15/20 01:09:48,-2
02/15/20 01:10:48,1
02/15/20 01:11:48,1
02/15/20 01:12:48,-2
02/15/20 01:13:48,-2
02/15/20 01:14:48,-5
02/15/20 01:15:48,-5
02/15/20 01:16:49,19
02/15/20 01:17:49,-2
02/15/20 01:18:49,-16
02/15/20 01:19:49,0
02/15/20 01:20:49,-9
02/15/20 01:21:49,2
02/15/20 01:22:49,-1
02/15/20 01:23:50,13
02/15/20 01:24:50,1
02/15/20 01:25:50,-1
02/15/20 01:26:50,0
02/15/20 01:27:50,0
02/15/20 01:28:50,9
02/15/20 01:29:51,41
02/15/20 01:30:51,0
02/15/20 01:31:51,-69
02/15/20 01:32:51,1
02/15/20 01:33:51,1
02/15/20 01:34:51,-1
02/15/20 01:35:51,13
02/15/20 01:36:52,-3
02/15/20 01:37:52,36
02/15/20 01:38:52,-70
02/15/20 01:39:52,45
02/15/20 01:40:52,0
02/15/20 01:41:52,-25
02/15/20 01:42:52,-40
02/15/20 01:43:53,-16
02/15/20 01:44:53,-6
02/15/20 01:45:53,-3
02/15/20 01:46:53,-1
02/15/20 01:47:53,-1
02/15/20 01:48:53,0
02/15/20 01:49:58,-1
02/15/20 01:50:58,0
02/15/20 01:51:58,-3
02/15/20 01:52:59,9
02/15/20 01:53:59,-1
02/15/20 01:54:59,0
02/15/20 01:55:59,0
02/15/20 01:56:59,-1
02/15/20 01:57:59,0
02/15/20 01:58:59,0
02/15/20 02:00:00,-1
02/15/20 02:01:00,34
02/15/20 02:02:00,1
02/15/20 02:03:00,0
02/15/20 02:04:00,-6
02/15/20 02:05:00,0
02/15/20 02:06:00,1
02/15/20 02:07:01,-10
02/15/20 02:08:01,3
02/15/20 02:09:01,-2
02/15/20 02:10:01,-1
02/15/20 02:11:01,0
02/15/20 02:12:01,-7
02/15/20 02:13:02,-28
02/15/20 02:14:02,-1
02/15/20 02:15:02,-27
02/15/20 02:16:02,-13
02/15/20 02:17:02,4
02/15/20 02:18:02,-17
02/15/20 02:19:02,-13
02/15/20 02:20:03,0
02/15/20 02:21:03,2
02/15/20 02:22:03,-16
02/15/20 02:23:03,0
02/15/20 02:24:03,0
02/15/20 02:25:03,1
02/15/20 02:26:03,-5
02/15/20 02:27:04,1
02/15/20 02:28:04,-9
02/15/20 02:29:04,12
02/15/20 02:30:04,-7
02/15/20 02:31:04,0
02/15/20 02:32:04,-5
02/15/20 02:33:05,-2
02/15/20 02:34:05,-3
02/15/20 02:35:05,-14
02/15/20 02:36:05,-3
02/15/20 02:37:05,6
02/15/20 02:38:05,-12
02/15/20 02:39:05,-1
02/15/20 02:40:06,3
02/15/20 02:41:06,-15
02/15/20 02:42:06,-1
02/15/20 02:43:06,-1
02/15/20 02:44:06,0
02/15/20 02:45:06,-23
02/15/20 02:46:06,-7
02/15/20 02:47:07,0
02/15/20 02:48:07,2
02/15/20 02:49:07,0
02/15/20 02:50:07,1
02/15/20 02:51:07,18
02/15/20 02:52:07,-2
02/15/20 02:53:08,-1
02/15/20 02:54:08,0
02/15/20 02:55:08,1
