timestamp,Infrared to Red Signal Ratio
02/16/20 00:52:31,1
02/16/20 00:53:31,61
02/16/20 00:54:32,41
02/16/20 00:55:32,32
02/16/20 00:56:32,-12
02/16/20 00:57:32,14
02/16/20 00:58:32,0
02/16/20 00:59:32,0
02/16/20 01:00:32,-10
02/16/20 01:01:33,20
02/16/20 01:02:33,-6
02/16/20 01:03:33,3
02/16/20 01:04:33,-1
02/16/20 01:05:33,-2
02/16/20 01:06:33,-10
02/16/20 01:07:34,-6
02/16/20 01:08:34,-6
02/16/20 01:09:34,-4
02/16/20 01:10:34,-63
02/16/20 01:11:35,0
02/16/20 01:12:35,9
02/16/20 01:13:36,0
02/16/20 01:14:36,2
02/16/20 01:15:36,-33
02/16/20 01:16:36,39
02/16/20 01:17:36,3
02/16/20 01:18:36,-11
02/16/20 01:19:36,-13
02/16/20 01:20:37,-21
02/16/20 01:21:36,-3
02/16/20 01:22:36,2
02/16/20 01:23:36,3
02/16/20 01:24:36,-13
02/16/20 01:25:37,-5
02/16/20 01:26:37,-2
02/16/20 01:27:37,0
02/16/20 01:28:37,4
02/16/20 01:29:37,-26
02/16/20 01:30:37,24
02/16/20 01:31:37,-4
02/16/20 01:32:38,-15
02/16/20 01:33:38,0
02/16/20 01:34:38,-1
02/16/20 01:35:38,-2
02/16/20 01:36:38,23
02/16/20 01:37:39,-34
02/16/20 01:38:39,2
02/16/20 01:39:39,5
02/16/20 01:40:39,-10
02/16/20 01:41:39,-1
02/16/20 01:42:39,-2
02/16/20 01:43:40,10
02/16/20 01:44:40,0
02/16/20 01:45:40,-1
02/16/20 01:46:40,0
02/16/20 01:47:40,73
02/16/20 01:48:40,-8
02/16/20 01:49:40,18
02/16/20 01:50:41,2
02/16/20 01:51:41,-7
02/16/20 01:52:41,-2
02/16/20 01:53:41,-5
02/16/20 01:54:41,0
02/16/20 01:55:41,-53
02/16/20 01:56:41,0
02/16/20 01:57:41,-24
02/16/20 01:58:41,-6
02/16/20 01:59:42,-2
02/16/20 02:00:42,-15
02/16/20 02:01:42,28
02/16/20 02:02:42,8
02/16/20 02:03:42,8
02/16/20 02:04:42,2
02/16/20 02:05:43,-2
02/16/20 02:06:43,0
02/16/20 02:07:43,-8
02/16/20 02:08:43,0
02/16/20 02:09:43,12
02/16/20 02:10:43,-1
02/16/20 02:11:44,-1
02/16/20 02:12:44,11
02/16/20 02:13:44,11
02/16/20 02:14:44,0
02/16/20 02:15:44,0
02/16/20 02:16:44,-1
02/16/20 02:17:44,51
02/16/20 02:18:45,-9
02/16/20 02:19:45,-1
02/16/20 02:20:45,2
02/16/20 02:21:45,0
02/16/20 02:22:45,-3
02/16/20 02:23:45,-15
02/16/20 02:24:45,31
02/16/20 02:25:46,0
02/16/20 02:26:46,3
02/16/20 02:27:46,22
02/16/20 02:28:47,-13
02/16/20 02:29:47,-2
02/16/20 02:30:47,-3
02/16/20 02:31:47,-45
02/16/20 02:32:47,0
02/16/20 02:33:47,1
02/16/20 02:34:47,-1
02/16/20 02:35:48,-5
02/16/20 02:36:48,-1
02/16/20 02:37:48,0
02/16/20 02:38:48,0
02/16/20 02:39:48,-5
02/16/20 02:40:48,-3
02/16/20 02:41:48,-1
02/16/20 02:42:48,-2
02/16/20 02:43:49,0
02/16/20 02:44:49,0
02/16/20 02:45:49,-1
02/16/20 02:46:49,-8
02/16/20 02:47:49,-1
02/16/20 02:48:49,-4
02/16/20 02:49:50,-3
02/16/20 02:50:50,-38
02/16/20 02:51:50,0
02/16/20 02:52:50,-9
02/16/20 02:53:50,-1
02/16/20 02:54:50,6
02/16/20 02:55:50,-2
02/16/20 02:56:51,4
02/16/20 02:57:51,-6
02/16/20 02:58:51,12
02/16/20 02:59:51,76
02/16/20 03:00:51,-2
02/16/20 03:01:52,21
02/16/20 03:02:52,16
02/16/20 03:03:52,6
02/16/20 03:04:52,-17
02/16/20 03:05:52,7
02/16/20 03:06:52,-1
02/16/20 03:07:52,0
02/16/20 03:08:53,12
02/16/20 03:09:53,17
02/16/20 03:10:53,0
02/16/20 03:11:53,7
02/16/20 03:12:53,22
02/16/20 03:13:54,21
02/16/20 03:14:54,2
02/16/20 03:15:54,-28
02/16/20 03:16:54,3
02/16/20 03:17:54,-33
02/16/20 03:18:54,-34
02/16/20 03:19:54,-2
02/16/20 03:20:55,12
02/16/20 03:21:55,-4
02/16/20 03:22:55,0
02/16/20 03:23:55,-1
02/16/20 03:24:55,-10
02/16/20 03:25:55,-1
02/16/20 03:26:55,-6
02/16/20 03:27:56,4
02/16/20 03:28:56,-1
02/16/20 03:29:56,0
02/16/20 03:30:56,0
02/16/20 03:31:56,14
02/16/20 03:32:56,9
02/16/20 03:33:56,-2
02/16/20 03:34:56,-2
02/16/20 03:35:56,-5
02/16/20 03:36:57,4
02/16/20 03:37:57,0
02/16/20 03:38:57,-2
02/16/20 03:39:57,-1
02/16/20 03:40:57,7
02/16/20 03:41:57,0
02/16/20 03:42:57,1
02/16/20 03:43:58,2
02/16/20 03:44:58,11
02/16/20 03:45:58,9
02/16/20 03:46:58,-1
02/16/20 03:47:58,11
02/16/20 03:48:58,-1
02/16/20 03:49:59,-2
02/16/20 03:50:59,0
02/16/20 03:51:59,-4
02/16/20 03:52:59,1
02/16/20 03:53:59,11
02/16/20 03:54:59,0
02/16/20 03:56:00,-30
02/16/20 03:57:00,-31
02/16/20 03:58:00,21
02/16/20 03:59:00,0
02/16/20 04:00:00,8
02/16/20 04:01:00,1
02/16/20 04:02:00,-6
02/16/20 04:03:01,-1
02/16/20 04:04:01,-1
02/16/20 04:05:01,-23
02/16/20 04:06:01,-6
02/16/20 04:07:01,27
02/16/20 04:08:01,17
02/16/20 04:09:02,-18
02/16/20 04:10:02,0
02/16/20 04:11:02,8
02/16/20 04:12:02,4
02/16/20 04:13:02,-11
02/16/20 04:14:02,-1
02/16/20 04:15:02,0
02/16/20 04:16:03,-9
02/16/20 04:17:03,-1
02/16/20 04:18:03,-15
02/16/20 04:19:03,11
02/16/20 04:20:03,16
02/16/20 04:21:03,-2
02/16/20 04:22:03,53
02/16/20 04:23:04,-7
02/16/20 04:24:04,-11
02/16/20 04:25:04,-25
02/16/20 04:26:04,0
02/16/20 04:27:04,38
02/16/20 04:28:04,-1
02/16/20 04:29:05,0
02/16/20 04:30:05,-5
02/16/20 04:31:05,3
02/16/20 04:32:05,2
02/16/20 04:33:05,-1
02/16/20 04:34:05,12
02/16/20 04:35:05,0
02/16/20 04:36:05,-1
02/16/20 04:37:05,-1
02/16/20 04:38:06,-20
02/16/20 04:39:06,0
02/16/20 04:40:06,1
02/16/20 04:41:06,-9
02/16/20 04:42:06,5
02/16/20 04:43:08,9
02/16/20 04:44:08,-2
02/16/20 04:45:09,0
02/16/20 04:46:09,7
02/16/20 04:47:09,-1
02/16/20 04:48:09,-4
02/16/20 04:49:10,0
02/16/20 04:50:10,0
02/16/20 04:51:10,-3
02/16/20 04:52:10,-7
02/16/20 04:53:10,1
02/16/20 04:54:11,0
02/16/20 04:55:11,-1
02/16/20 04:56:11,-5
02/16/20 04:57:11,2
02/16/20 04:58:11,0
02/16/20 04:59:11,61
02/16/20 05:00:11,-15
02/16/20 05:01:12,0
02/16/20 05:02:12,-5
02/16/20 05:03:12,-1
02/16/20 05:04:12,-5
02/16/20 05:05:12,-7
02/16/20 05:06:12,-3
02/16/20 05:07:12,-11
02/16/20 05:08:12,0
02/16/20 05:09:12,-15
02/16/20 05:10:13,-23
02/16/20 05:11:13,-37
02/16/20 05:12:13,-1
02/16/20 05:13:13,-2
02/16/20 05:14:13,-42
02/16/20 05:15:13,4
02/16/20 05:16:14,-11
02/16/20 05:17:14,-1
02/16/20 05:18:14,0
02/16/20 05:19:14,-1
02/16/20 05:20:14,0
02/16/20 05:21:14,4
02/16/20 05:22:14,-1
02/16/20 05:23:15,-2
02/16/20 05:24:15,-2
02/16/20 05:25:15,4
02/16/20 05:26:15,8
02/16/20 05:27:15,-8
02/16/20 05:28:15,-2
02/16/20 05:29:16,-8
02/16/20 05:30:16,-1
02/16/20 05:31:16,4
02/16/20 05:32:16,7
02/16/20 05:33:16,-7
02/16/20 05:34:16,-3
02/16/20 05:35:16,-1
02/16/20 05:36:17,0
02/16/20 05:37:17,6
02/16/20 05:38:17,1
02/16/20 05:39:17,3
02/16/20 05:40:17,-3
02/16/20 05:41:17,0
02/16/20 05:42:18,-1
02/16/20 05:43:18,1
02/16/20 05:44:18,-13
02/16/20 05:45:18,0
02/16/20 05:46:18,9
02/16/20 05:47:18,-1
02/16/20 05:48:18,-5
02/16/20 05:49:19,-3
02/16/20 05:50:19,10
02/16/20 05:51:19,-1
02/16/20 05:52:19,15
02/16/20 05:53:19,14
02/16/20 05:54:19,-1
02/16/20 05:55:19,33
02/16/20 05:56:20,-1
02/16/20 05:57:20,-25
02/16/20 05:58:20,-2
02/16/20 05:59:20,-10
02/16/20 06:00:20,-1
02/16/20 06:01:20,0
02/16/20 06:02:20,-13
02/16/20 06:03:21,-11
02/16/20 06:04:21,0
02/16/20 06:05:21,-2
02/16/20 06:06:21,12
02/16/20 06:07:21,0
02/16/20 06:08:21,-6
02/16/20 06:09:21,0
02/16/20 06:10:22,-1
02/16/20 06:11:22,11
02/16/20 06:12:22,-33
02/16/20 06:13:22,-1
02/16/20 06:14:22,-1
02/16/20 06:15:22,-15
02/16/20 06:16:22,0
02/16/20 06:17:23,-15
02/16/20 06:18:23,-1
02/16/20 06:19:23,-3
02/16/20 06:20:23,1
02/16/20 06:21:23,9
02/16/20 06:22:23,-1
02/16/20 06:23:23,-4
02/16/20 06:24:24,1
02/16/20 06:25:24,24
02/16/20 06:26:24,-15
02/16/20 06:27:24,-2
02/16/20 06:28:24,-1
02/16/20 06:29:25,-94
02/16/20 06:30:25,-5
02/16/20 06:31:25,1
