Timestamp,Orientation,Inclination,Time_of_day,Date
607405272.14,-149.16,22.96,20:41:12,
607405274.14,-149.17,21.61,20:41:14,
607405276.14,-150.45,21.12,20:41:16,
607405278.14,-150.60,21.66,20:41:18,
607405280.14,-150.34,21.24,20:41:20,
607405282.13,-155.52,20.23,20:41:22,
607405284.13,-149.22,20.80,20:41:24,
607405286.13,141.33,63.61,20:41:26,
607405288.13,22.29,93.89,20:41:28,
607405290.13,1.45,77.28,20:41:30,
607405292.13,-9.39,97.05,20:41:32,
607405294.13,-1.09,80.16,20:41:34,
607405296.12,-20.13,69.05,20:41:36,
607405298.12,-18.18,89.48,20:41:38,
607405300.12,-15.02,77.02,20:41:40,
607405302.12,-18.23,79.62,20:41:42,
607405304.12,-19.29,78.80,20:41:44,
607405306.11,-19.06,77.57,20:41:46,
607405308.11,-17.57,76.72,20:41:48,
607405310.11,-13.59,76.16,20:41:50,
607405312.11,-17.38,75.66,20:41:52,
607405314.11,-12.36,81.96,20:41:54,
607405316.11,-15.72,78.25,20:41:56,
607405318.10,-13.22,75.73,20:41:58,
607405320.10,-14.82,81.41,20:42:00,2020-03-31
607405322.10,-14.73,81.73,20:42:02,
607405324.10,-14.61,81.06,20:42:04,
607405326.10,-14.87,82.20,20:42:06,
607405328.10,-14.85,82.20,20:42:08,
607405330.09,-14.25,82.38,20:42:10,
607405332.09,-14.58,82.56,20:42:12,
607405334.09,-14.57,81.23,20:42:14,
607405336.09,-14.89,81.73,20:42:16,
607405338.09,-14.85,81.72,20:42:18,
607405340.09,-14.91,81.78,20:42:20,
607405342.09,-14.77,81.71,20:42:22,
607405344.08,-14.87,81.99,20:42:24,
607405346.08,-14.69,82.86,20:42:26,
607405348.08,-14.79,83.06,20:42:28,
607405350.08,-21.63,95.26,20:42:30,
607405352.08,-22.68,78.69,20:42:32,
607405354.08,-18.69,79.90,20:42:34,
607405356.08,-19.81,78.87,20:42:36,
607405358.07,-16.55,83.36,20:42:38,
607405360.07,-16.68,83.26,20:42:40,
607405362.07,-16.14,83.54,20:42:42,
607405364.07,-16.17,83.09,20:42:44,
607405366.07,-15.57,83.66,20:42:46,
607405368.07,-16.24,83.26,20:42:48,
607405370.07,-15.73,83.28,20:42:50,
607405372.06,-15.83,83.86,20:42:52,
607405374.06,-16.01,83.35,20:42:54,
607405376.06,-15.60,83.74,20:42:56,
607405378.06,-16.03,83.46,20:42:58,
607405380.06,-15.39,83.41,20:43:00,2020-03-31
607405382.06,-19.76,86.04,20:43:02,
607405384.05,-17.37,83.57,20:43:04,
607405386.05,-16.86,82.98,20:43:06,
607405388.05,-16.39,82.67,20:43:08,
607405390.05,-16.60,82.90,20:43:10,
607405392.05,-16.64,82.33,20:43:12,
607405394.05,-16.51,83.10,20:43:14,
607405396.05,-16.77,82.33,20:43:16,
607405398.04,-16.35,82.96,20:43:18,
607405400.04,-16.83,83.04,20:43:20,
607405402.04,-16.32,82.60,20:43:22,
607405404.04,-16.66,83.07,20:43:24,
607405406.04,-16.44,82.36,20:43:26,
607405408.04,-16.36,83.22,20:43:28,
607405410.04,-16.52,82.77,20:43:30,
607405412.03,-16.22,83.72,20:43:32,
607405414.03,-17.08,84.64,20:43:34,
607405416.03,-16.22,85.18,20:43:36,
607405418.03,-16.76,84.88,20:43:38,
607405420.03,-16.44,84.68,20:43:40,
607405422.03,-16.47,84.97,20:43:42,
607405424.02,-16.62,84.65,20:43:44,
607405426.02,-16.48,85.18,20:43:46,
607405428.02,-16.62,84.79,20:43:48,
607405430.02,-16.39,85.20,20:43:50,
607405432.02,-16.76,85.16,20:43:52,
607405434.02,-16.40,86.23,20:43:54,
607405436.02,-16.39,85.53,20:43:56,
607405438.01,-16.34,85.19,20:43:58,
607405440.01,-16.53,85.48,20:44:00,2020-03-31
607405442.01,-16.38,85.41,20:44:02,
607405444.01,-16.19,85.70,20:44:04,
607405446.01,-16.50,85.38,20:44:06,
607405448.01,-15.90,85.61,20:44:08,
607405450.01,-16.57,85.47,20:44:10,
607405452.00,-16.25,85.38,20:44:12,
607405454.00,-16.60,85.46,20:44:14,
607405456.00,-16.37,85.28,20:44:16,
607405458.00,-16.28,85.80,20:44:18,
607405460.00,-16.52,85.43,20:44:20,
607405462.00,-16.55,85.88,20:44:22,
607405464.00,-16.56,85.82,20:44:24,
607405465.99,-16.33,85.77,20:44:25,
607405467.99,-16.53,85.98,20:44:27,
607405469.99,-16.51,85.57,20:44:29,
607405471.99,-16.50,84.83,20:44:31,
607405473.99,-17.05,85.10,20:44:33,
607405475.99,-16.65,84.86,20:44:35,
607405477.99,-16.89,84.87,20:44:37,
607405479.98,-16.47,84.98,20:44:39,
607405481.98,-16.72,84.88,20:44:41,
607405483.98,-16.55,84.50,20:44:43,
607405485.98,-16.84,85.00,20:44:45,
607405487.98,-16.91,84.29,20:44:47,
607405489.98,-16.63,85.11,20:44:49,
607405491.98,-16.94,84.57,20:44:51,
607405493.97,-16.45,85.09,20:44:53,
607405495.97,-18.38,84.95,20:44:55,
607405497.97,-16.37,84.10,20:44:57,
607405499.97,-16.37,84.88,20:44:59,
607405501.97,-16.12,84.43,20:45:01,2020-03-31
607405503.97,-16.12,85.05,20:45:03,
607405505.97,-16.31,84.55,20:45:05,
607405507.96,-15.63,84.74,20:45:07,
607405509.96,-16.03,85.82,20:45:09,
607405511.96,-15.87,85.69,20:45:11,
607405513.96,-15.98,85.80,20:45:13,
607405515.96,-16.02,85.18,20:45:15,
607405517.96,-15.84,85.77,20:45:17,
607405519.95,-16.35,85.33,20:45:19,
607405521.95,-15.82,85.60,20:45:21,
607405523.95,-16.10,85.59,20:45:23,
607405525.95,-15.85,85.46,20:45:25,
607405527.95,-16.07,85.69,20:45:27,
607405529.95,-16.01,85.27,20:45:29,
607405531.95,-15.97,85.73,20:45:31,
607405533.95,-16.09,85.11,20:45:33,
607405535.94,-15.80,85.55,20:45:35,
607405537.94,-16.02,85.59,20:45:37,
607405539.94,-15.54,85.39,20:45:39,
607405541.94,-15.75,85.63,20:45:41,
607405543.94,-17.26,83.88,20:45:43,
607405545.94,-16.72,83.17,20:45:45,
607405547.94,-16.75,84.30,20:45:47,
607405549.93,-16.39,82.96,20:45:49,
607405551.93,-16.48,83.63,20:45:51,
607405553.93,-16.16,84.08,20:45:53,
607405555.93,-16.36,83.50,20:45:55,
607405557.93,-16.22,84.20,20:45:57,
607405559.93,-15.88,83.75,20:45:59,
607405561.93,-15.98,84.28,20:46:01,2020-03-31
607405563.93,-16.38,84.23,20:46:03,
607405565.92,-16.09,84.23,20:46:05,
607405567.92,-15.89,84.05,20:46:07,
607405569.92,-15.89,83.67,20:46:09,
607405571.92,-16.19,83.89,20:46:11,
607405573.92,-16.05,83.54,20:46:13,
607405575.92,-15.94,84.49,20:46:15,
607405577.92,-16.03,84.05,20:46:17,
607405579.91,-15.74,84.14,20:46:19,
607405581.91,-16.02,84.09,20:46:21,
607405583.91,-15.89,85.26,20:46:23,
607405585.91,-16.39,85.38,20:46:25,
607405587.91,-16.25,84.96,20:46:27,
607405589.91,-16.33,85.22,20:46:29,
607405591.91,-16.41,84.86,20:46:31,
607405593.91,-16.05,85.09,20:46:33,
607405595.90,-16.31,85.02,20:46:35,
607405597.90,-16.13,84.61,20:46:37,
607405599.90,-16.00,85.03,20:46:39,
607405601.90,-15.97,84.61,20:46:41,
607405603.90,-16.19,84.87,20:46:43,
607405605.90,-16.53,85.66,20:46:45,
607405607.90,-16.17,85.28,20:46:47,
607405609.89,-16.54,85.48,20:46:49,
607405611.89,-16.50,85.15,20:46:51,
607405613.89,-16.19,85.43,20:46:53,
607405615.89,-16.59,85.21,20:46:55,
607405617.89,-16.31,85.48,20:46:57,
607405619.89,-16.64,85.53,20:46:59,
607405621.89,-16.35,85.45,20:47:01,2020-03-31
607405623.89,-16.21,85.46,20:47:03,
607405625.89,-16.58,84.98,20:47:05,
607405627.88,-16.41,85.39,20:47:07,
607405629.88,-16.42,85.65,20:47:09,
607405631.88,-16.26,85.35,20:47:11,
607405633.88,-16.52,85.91,20:47:13,
607405635.88,-16.44,85.40,20:47:15,
607405637.88,-16.40,85.64,20:47:17,
607405639.88,-16.54,85.51,20:47:19,
607405641.88,-16.27,85.62,20:47:21,
607405643.88,-16.52,85.52,20:47:23,
607405645.88,-14.84,84.86,20:47:25,
607405647.88,-16.48,84.77,20:47:27,
607405649.87,-16.44,84.59,20:47:29,
607405651.87,-16.56,84.75,20:47:31,
607405653.87,-16.56,84.23,20:47:33,
607405655.87,-16.43,85.06,20:47:35,
607405657.87,-16.91,84.12,20:47:37,
607405659.87,-16.44,84.71,20:47:39,
607405661.87,-16.78,84.49,20:47:41,
607405663.87,-16.53,84.26,20:47:43,
607405665.87,-16.79,84.89,20:47:45,
607405667.87,-16.65,84.64,20:47:47,
607405669.87,-16.65,85.69,20:47:49,
607405671.87,-16.60,86.02,20:47:51,
607405673.87,-16.64,84.93,20:47:53,
607405675.86,-16.70,85.33,20:47:55,
607405677.86,-16.81,84.65,20:47:57,
607405679.86,-16.57,85.38,20:47:59,
607405681.86,-16.85,85.04,20:48:01,2020-03-31
607405683.86,-16.43,85.07,20:48:03,
607405685.86,-16.78,85.18,20:48:05,
607405687.86,-16.33,84.96,20:48:07,
607405689.86,-16.48,85.36,20:48:09,
607405691.86,-16.57,84.75,20:48:11,
607405693.86,-16.44,85.31,20:48:13,
607405695.85,-16.44,85.02,20:48:15,
607405697.85,-16.01,85.25,20:48:17,
607405699.85,-16.23,85.47,20:48:19,
607405701.85,-16.02,85.29,20:48:21,
607405703.85,-16.07,85.74,20:48:23,
607405705.85,-16.22,85.13,20:48:25,
607405707.85,-15.90,85.25,20:48:27,
607405709.85,-16.32,85.35,20:48:29,
607405711.85,-16.05,85.66,20:48:31,
607405713.85,-16.51,85.57,20:48:33,
607405715.85,-16.08,85.55,20:48:35,
607405717.85,-16.27,85.71,20:48:37,
607405719.84,-16.20,85.20,20:48:39,
607405721.84,-16.25,85.81,20:48:41,
607405723.84,-15.97,85.18,20:48:43,
607405725.84,-16.19,85.43,20:48:45,
607405727.84,-16.20,85.19,20:48:47,
607405729.84,-15.76,85.54,20:48:49,
607405731.84,-16.07,85.50,20:48:51,
607405733.84,-16.93,85.41,20:48:53,
607405735.84,-16.02,83.61,20:48:55,
607405737.84,-15.67,83.88,20:48:57,
607405739.83,-16.38,84.30,20:48:59,
607405741.83,-15.88,83.35,20:49:01,2020-03-31
607405743.83,-16.46,84.28,20:49:03,
607405745.83,-16.38,83.77,20:49:05,
607405747.83,-16.01,83.40,20:49:07,
607405749.83,-16.38,83.54,20:49:09,
607405751.83,-16.06,83.49,20:49:11,
607405753.83,-16.23,83.75,20:49:13,
607405755.83,-16.09,83.47,20:49:15,
607405757.83,-16.19,83.85,20:49:17,
607405759.83,-16.03,83.49,20:49:19,
607405761.83,-16.13,83.83,20:49:21,
607405763.83,-16.13,83.25,20:49:23,
607405765.83,-16.11,83.89,20:49:25,
607405767.82,-16.15,83.16,20:49:27,
607405769.82,-16.10,83.85,20:49:29,
607405771.82,-16.19,83.85,20:49:31,
607405773.82,-16.32,84.73,20:49:33,
607405775.82,-16.02,84.05,20:49:35,
607405777.82,-16.41,85.03,20:49:37,
607405779.82,-16.42,83.95,20:49:39,
607405781.82,-16.27,84.67,20:49:41,
607405783.82,-16.28,84.73,20:49:43,
607405785.82,-16.00,86.13,20:49:45,
607405787.81,-16.36,85.88,20:49:47,
607405789.81,-16.14,85.92,20:49:49,
607405791.81,-16.55,85.75,20:49:51,
607405793.81,-16.25,85.64,20:49:53,
607405795.81,-16.39,85.89,20:49:55,
607405797.81,-16.29,85.39,20:49:57,
607405799.81,-16.08,85.95,20:49:59,
607405801.81,-16.29,85.75,20:50:01,2020-03-31
607405803.81,-15.94,85.87,20:50:03,
607405805.81,-16.13,85.80,20:50:05,
607405807.80,-15.91,85.55,20:50:07,
607405809.80,-16.43,85.57,20:50:09,
607405811.80,-16.01,85.93,20:50:11,
607405813.80,-16.16,86.00,20:50:13,
607405815.80,-16.21,85.93,20:50:15,
607405817.80,-16.11,85.96,20:50:17,
607405819.80,-16.43,85.82,20:50:19,
607405821.80,-15.71,84.80,20:50:21,
607405823.80,-17.03,84.68,20:50:23,
607405825.80,-16.76,85.28,20:50:25,
607405827.80,-16.44,84.63,20:50:27,
607405829.79,-16.60,85.72,20:50:29,
607405831.79,-16.77,84.79,20:50:31,
607405833.79,-16.43,84.95,20:50:33,
607405835.79,-16.60,85.34,20:50:35,
607405837.79,-16.25,84.93,20:50:37,
607405839.79,-16.55,85.19,20:50:39,
607405841.79,-16.31,84.82,20:50:41,
607405843.79,-16.29,85.37,20:50:43,
607405845.79,-16.41,84.80,20:50:45,
607405847.79,-16.53,85.34,20:50:47,
607405849.79,-16.47,85.07,20:50:49,
607405851.78,-16.71,85.27,20:50:51,
607405853.78,-16.55,84.85,20:50:53,
607405855.78,-16.46,85.30,20:50:55,
607405857.78,-16.72,85.04,20:50:57,
607405859.78,-16.37,85.15,20:50:59,
607405861.78,-16.80,85.07,20:51:01,2020-03-31
607405863.78,-16.51,84.94,20:51:03,
607405865.78,-16.75,85.21,20:51:05,
607405867.78,-16.55,84.58,20:51:07,
607405869.77,-16.64,85.11,20:51:09,
607405871.77,-16.34,84.87,20:51:11,
607405873.77,-16.36,85.36,20:51:13,
607405875.77,-15.69,84.55,20:51:15,
607405877.77,-16.08,84.91,20:51:17,
607405879.77,-16.02,84.26,20:51:19,
607405881.77,-16.65,84.49,20:51:21,
607405883.77,-17.46,79.90,20:51:23,
607405885.77,39.41,65.09,20:51:25,
607405887.77,68.17,94.97,20:51:27,
607405889.77,68.18,92.86,20:51:29,
607405891.77,73.53,98.15,20:51:31,
607405893.77,1.12,87.45,20:51:33,
607405895.76,-19.14,90.45,20:51:35,
607405897.76,8.31,74.49,20:51:37,
607405899.76,-12.96,83.61,20:51:39,
607405901.76,-12.72,85.24,20:51:41,
607405903.76,-12.14,85.36,20:51:43,
607405905.76,-12.66,84.21,20:51:45,
607405907.76,-12.57,84.72,20:51:47,
607405909.76,-12.22,84.92,20:51:49,
607405911.76,-12.45,84.12,20:51:51,
607405913.76,-12.58,84.79,20:51:53,
607405915.76,-12.13,84.45,20:51:55,
607405917.76,-12.72,84.53,20:51:57,
607405919.76,-12.15,84.49,20:51:59,
607405921.76,-12.54,84.74,20:52:01,2020-03-31
607405923.75,-12.19,84.57,20:52:03,
607405925.75,-12.61,84.44,20:52:05,
607405927.75,-12.22,84.73,20:52:07,
607405929.75,-12.55,84.31,20:52:09,
607405931.75,-12.25,84.69,20:52:11,
607405933.75,-12.55,84.12,20:52:13,
607405935.75,-12.53,84.85,20:52:15,
607405937.75,-12.32,83.97,20:52:17,
607405939.75,-12.69,84.85,20:52:19,
607405941.75,-11.98,84.24,20:52:21,
607405943.75,-12.37,84.78,20:52:23,
607405945.75,-11.97,84.45,20:52:25,
607405947.75,-12.48,84.16,20:52:27,
607405949.74,-12.29,84.62,20:52:29,
607405951.74,-12.14,84.95,20:52:31,
607405953.74,-12.66,84.90,20:52:33,
607405955.74,-12.09,84.48,20:52:35,
607405957.74,-12.38,84.44,20:52:37,
607405959.74,-12.06,84.41,20:52:39,
607405961.74,-12.47,84.37,20:52:41,
607405963.74,-12.03,84.27,20:52:43,
607405965.74,-12.56,84.61,20:52:45,
607405967.74,-12.23,84.05,20:52:47,
607405969.74,-12.50,84.76,20:52:49,
607405971.74,-12.24,84.18,20:52:51,
607405973.74,-12.47,84.82,20:52:53,
607405975.73,-12.32,84.20,20:52:55,
607405977.73,-12.53,84.64,20:52:57,
607405979.73,-12.47,83.91,20:52:59,
607405981.73,-12.27,84.76,20:53:01,2020-03-31
607405983.73,-12.31,84.24,20:53:03,
607405985.73,-12.00,84.53,20:53:05,
607405987.73,-12.46,84.47,20:53:07,
607405989.73,-12.04,84.60,20:53:09,
607405991.73,-12.37,84.75,20:53:11,
607405993.73,-12.13,84.25,20:53:13,
607405995.73,-12.39,84.83,20:53:15,
607405997.73,-12.29,84.24,20:53:17,
607405999.73,-12.42,84.76,20:53:19,
607406001.72,-12.57,83.81,20:53:21,
607406003.72,-11.86,84.94,20:53:23,
607406005.72,-12.41,84.61,20:53:25,
607406007.72,-12.10,84.84,20:53:27,
607406009.72,-12.39,84.22,20:53:29,
607406011.72,-12.44,84.71,20:53:31,
607406013.72,-11.91,84.50,20:53:33,
607406015.72,-12.44,84.74,20:53:35,
607406017.72,-12.10,84.61,20:53:37,
607406019.72,-12.40,84.66,20:53:39,
607406021.72,-11.97,84.60,20:53:41,
607406023.72,-12.37,84.72,20:53:43,
607406025.72,-12.03,84.67,20:53:45,
607406027.72,-12.37,84.40,20:53:47,
607406029.71,-12.09,84.93,20:53:49,
607406031.71,-12.33,84.60,20:53:51,
607406033.71,-12.15,85.10,20:53:53,
607406035.71,-12.35,84.21,20:53:55,
607406037.71,-12.33,84.82,20:53:57,
607406039.71,-12.29,84.44,20:53:59,
607406041.71,-12.19,84.91,20:54:01,2020-03-31
607406043.71,-12.39,84.58,20:54:03,
607406045.71,-12.01,85.01,20:54:05,
607406047.71,-12.47,84.60,20:54:07,
607406049.71,-12.11,84.89,20:54:09,
607406051.71,-12.37,84.48,20:54:11,
607406053.71,-12.06,84.90,20:54:13,
607406055.71,-12.44,84.79,20:54:15,
607406057.70,-12.16,85.01,20:54:17,
607406059.70,-12.55,84.71,20:54:19,
607406061.70,-12.03,84.87,20:54:21,
607406063.70,-12.45,84.89,20:54:23,
607406065.70,-12.07,84.76,20:54:25,
607406067.70,-12.50,85.19,20:54:27,
607406069.70,-12.00,84.73,20:54:29,
607406071.70,-12.39,84.89,20:54:31,
607406073.70,-12.02,84.83,20:54:33,
607406075.70,-12.46,84.75,20:54:35,
607406077.70,-12.05,84.84,20:54:37,
607406079.70,-12.46,84.59,20:54:39,
607406081.70,-12.05,84.84,20:54:41,
607406083.70,-12.42,84.85,20:54:43,
607406085.69,-12.14,84.88,20:54:45,
607406087.69,-12.37,85.08,20:54:47,
607406089.69,-12.07,84.90,20:54:49,
607406091.69,-14.09,84.11,20:54:51,
607406093.69,-12.39,84.83,20:54:53,
607406095.69,-12.65,84.63,20:54:55,
607406097.69,-12.77,85.09,20:54:57,
607406099.69,-12.47,84.36,20:54:59,
607406101.69,-12.69,84.96,20:55:01,2020-03-31
607406103.69,-12.58,84.23,20:55:03,
607406105.69,-12.63,84.86,20:55:05,
607406107.69,-12.65,84.09,20:55:07,
607406109.69,-12.60,85.30,20:55:09,
607406111.69,-12.59,84.27,20:55:11,
607406113.69,-12.74,85.04,20:55:13,
607406115.69,-12.53,84.19,20:55:15,
607406117.68,-12.59,85.01,20:55:17,
607406119.68,-12.45,84.57,20:55:19,
607406121.68,-12.65,84.77,20:55:21,
607406123.68,-12.19,84.29,20:55:23,
607406125.68,-12.72,84.92,20:55:25,
607406127.68,-12.23,84.83,20:55:27,
607406129.68,-12.64,84.85,20:55:29,
607406131.68,-11.84,84.97,20:55:31,
607406133.68,-12.74,84.92,20:55:33,
607406135.68,-12.32,84.78,20:55:35,
607406137.68,-12.69,84.86,20:55:37,
607406139.68,-12.40,84.93,20:55:39,
607406141.68,-12.66,84.58,20:55:41,
607406143.68,-12.38,85.00,20:55:43,
607406145.68,-12.68,84.35,20:55:45,
607406147.68,-12.59,85.15,20:55:47,
607406149.67,-12.69,84.66,20:55:49,
607406151.67,-12.47,85.02,20:55:51,
607406153.67,-12.66,84.64,20:55:53,
607406155.67,-12.31,84.90,20:55:55,
607406157.67,-12.20,84.62,20:55:57,
607406159.67,-14.72,85.03,20:55:59,
607406161.67,-13.35,85.32,20:56:01,2020-03-31
607406163.67,-12.93,85.50,20:56:03,
607406165.67,-13.03,84.93,20:56:05,
607406167.67,-12.95,85.36,20:56:07,
607406169.67,-12.88,85.36,20:56:09,
607406171.67,-12.94,84.60,20:56:11,
607406173.67,-12.90,85.32,20:56:13,
607406175.67,-12.65,84.93,20:56:15,
607406177.67,-12.98,85.40,20:56:17,
607406179.67,-12.70,84.81,20:56:19,
607406181.67,-12.85,85.42,20:56:21,
607406183.66,-12.51,85.21,20:56:23,
607406185.66,-12.75,85.50,20:56:25,
607406187.66,-12.62,85.31,20:56:27,
607406189.66,-12.81,84.91,20:56:29,
607406191.66,-12.62,85.06,20:56:31,
607406193.66,-12.81,84.75,20:56:33,
607406195.66,-12.76,85.39,20:56:35,
607406197.66,-12.79,84.68,20:56:37,
607406199.66,-12.99,85.39,20:56:39,
607406201.66,-12.74,84.84,20:56:41,
607406203.66,-13.07,85.33,20:56:43,
607406205.66,-12.60,84.78,20:56:45,
607406207.66,-12.65,84.62,20:56:47,
607406209.66,-12.91,84.67,20:56:49,
607406211.66,-12.74,85.05,20:56:51,
607406213.66,-12.72,84.84,20:56:53,
607406215.65,-12.68,84.58,20:56:55,
607406217.65,-12.80,84.74,20:56:57,
607406219.65,-12.65,84.86,20:56:59,
607406221.65,-12.83,85.46,20:57:01,2020-03-31
607406223.65,-12.63,84.72,20:57:03,
607406225.65,-12.84,85.59,20:57:05,
607406227.65,-12.91,84.98,20:57:07,
607406229.65,-13.02,85.42,20:57:09,
607406231.65,-12.65,84.93,20:57:11,
607406233.65,-12.86,85.62,20:57:13,
607406235.65,-12.55,85.31,20:57:15,
607406237.65,-12.89,85.44,20:57:17,
607406239.65,-12.52,85.21,20:57:19,
607406241.65,-12.95,84.95,20:57:21,
607406243.65,-12.73,85.09,20:57:23,
607406245.65,-12.95,85.21,20:57:25,
607406247.64,-12.57,84.96,20:57:27,
607406249.64,-12.96,85.14,20:57:29,
607406251.64,-12.59,85.49,20:57:31,
607406253.64,-12.76,84.93,20:57:33,
607406255.64,-12.61,85.24,20:57:35,
607406257.64,-12.73,84.34,20:57:37,
607406259.64,-12.95,85.41,20:57:39,
607406261.64,-12.59,84.40,20:57:41,
607406263.64,-12.90,85.44,20:57:43,
607406265.64,-12.76,84.53,20:57:45,
607406267.64,-12.77,85.36,20:57:47,
607406269.64,-12.80,84.42,20:57:49,
607406271.64,-12.81,85.15,20:57:51,
607406273.64,-12.58,84.37,20:57:53,
607406275.64,-12.83,85.29,20:57:55,
607406277.64,-12.46,84.33,20:57:57,
607406279.63,-12.96,85.30,20:57:59,
607406281.63,-12.67,84.69,20:58:01,2020-03-31
607406283.63,-12.77,85.37,20:58:03,
607406285.63,-12.48,84.58,20:58:05,
607406287.63,-13.04,85.35,20:58:07,
607406289.63,-12.57,84.52,20:58:09,
607406291.63,-12.93,85.37,20:58:11,
607406293.63,-12.72,84.73,20:58:13,
607406295.63,-12.90,85.36,20:58:15,
607406297.63,-12.77,84.44,20:58:17,
607406299.63,-12.96,85.29,20:58:19,
607406301.63,-12.65,84.33,20:58:21,
607406303.63,-12.74,85.16,20:58:23,
607406305.63,-12.64,84.75,20:58:25,
607406307.63,-12.55,85.14,20:58:27,
607406309.63,-12.84,84.39,20:58:29,
607406311.62,-12.63,85.51,20:58:31,
607406313.62,-12.76,84.41,20:58:33,
607406315.62,-12.75,85.43,20:58:35,
607406317.62,-12.56,84.55,20:58:37,
607406319.62,-12.79,85.19,20:58:39,
607406321.62,-12.57,84.56,20:58:41,
607406323.62,-12.91,84.99,20:58:43,
607406325.62,-12.53,84.96,20:58:45,
607406327.62,-12.67,84.64,20:58:47,
607406329.62,-12.61,85.17,20:58:49,
607406331.62,-12.84,84.37,20:58:51,
607406333.62,-12.77,85.57,20:58:53,
607406335.62,-12.58,84.28,20:58:55,
607406337.62,-12.65,85.13,20:58:57,
607406339.62,-12.53,84.54,20:58:59,
607406341.62,-12.76,84.79,20:59:01,2020-03-31
607406343.62,-12.35,84.76,20:59:03,
607406345.61,-12.84,84.37,20:59:05,
607406347.61,-12.52,84.72,20:59:07,
607406349.61,-12.78,84.23,20:59:09,
607406351.61,-12.77,85.22,20:59:11,
607406353.61,-12.49,84.39,20:59:13,
607406355.61,-12.73,85.56,20:59:15,
607406357.61,-12.27,84.76,20:59:17,
607406359.61,-12.78,85.24,20:59:19,
607406361.61,-12.30,84.83,20:59:21,
607406363.61,-12.80,85.11,20:59:23,
607406365.61,-12.44,84.47,20:59:25,
607406367.61,-12.83,84.97,20:59:27,
607406369.61,-12.51,84.52,20:59:29,
607406371.61,-12.90,85.24,20:59:31,
607406373.61,-12.37,84.68,20:59:33,
607406375.61,-12.86,84.78,20:59:35,
607406377.61,-12.54,84.57,20:59:37,
607406379.61,-12.75,84.37,20:59:39,
607406381.60,-12.72,85.22,20:59:41,
607406383.60,-12.63,84.52,20:59:43,
607406385.60,-12.77,85.20,20:59:45,
607406387.60,-12.51,84.70,20:59:47,
607406389.60,-12.85,85.36,20:59:49,
607406391.60,-12.57,84.44,20:59:51,
607406393.60,-12.97,85.40,20:59:53,
607406395.60,-12.61,84.42,20:59:55,
607406397.60,-12.84,85.32,20:59:57,
607406399.60,-12.47,84.66,20:59:59,
607406401.60,-12.87,84.73,21:00:01,2020-03-31
607406403.60,-12.49,85.15,21:00:03,
607406405.60,-12.94,85.06,21:00:05,
607406407.60,-12.85,85.39,21:00:07,
607406409.60,-12.44,84.60,21:00:09,
607406411.60,-12.94,85.56,21:00:11,
607406413.60,-12.44,84.49,21:00:13,
607406415.59,-12.94,85.23,21:00:15,
607406417.59,-12.50,84.83,21:00:17,
607406419.59,-12.88,85.30,21:00:19,
607406421.59,-12.24,84.90,21:00:21,
607406423.59,-12.82,85.02,21:00:23,
607406425.59,-12.55,85.42,21:00:25,
607406427.59,-12.64,84.44,21:00:27,
607406429.59,-12.89,85.38,21:00:29,
607406431.59,-12.54,84.45,21:00:31,
607406433.59,-12.86,85.27,21:00:33,
607406435.59,-12.58,84.43,21:00:35,
607406437.59,-12.69,85.72,21:00:37,
607406439.59,-12.29,84.81,21:00:39,
607406441.59,-12.81,84.85,21:00:41,
607406443.59,-12.75,85.58,21:00:43,
607406445.59,-12.33,84.58,21:00:45,
607406447.59,-12.81,85.14,21:00:47,
607406449.58,-12.48,84.64,21:00:49,
607406451.58,-12.88,85.13,21:00:51,
607406453.58,-12.44,84.52,21:00:53,
607406455.58,-12.83,85.13,21:00:55,
607406457.58,-12.29,85.07,21:00:57,
607406459.58,-12.57,84.90,21:00:59,
607406461.58,-12.46,85.31,21:01:01,2020-03-31
607406463.58,-12.63,84.77,21:01:03,
607406465.58,-12.73,85.55,21:01:05,
607406467.58,-12.62,84.37,21:01:07,
607406469.58,-12.73,85.66,21:01:09,
607406471.58,-12.64,84.40,21:01:11,
607406473.58,-12.75,85.45,21:01:13,
607406475.58,-12.53,84.57,21:01:15,
607406477.58,-12.81,85.37,21:01:17,
607406479.58,-12.62,84.86,21:01:19,
607406481.58,-12.56,85.84,21:01:21,
607406483.58,-12.41,85.08,21:01:23,
607406485.58,-12.64,85.80,21:01:25,
607406487.58,-12.49,84.78,21:01:27,
607406489.57,-12.69,85.56,21:01:29,
607406491.57,-12.47,84.51,21:01:31,
607406493.57,-12.61,85.79,21:01:33,
607406495.57,-12.42,85.26,21:01:35,
607406497.57,-12.79,84.90,21:01:37,
607406499.57,-12.81,85.35,21:01:39,
607406501.57,-12.45,84.43,21:01:41,
607406503.57,-12.92,85.18,21:01:43,
607406505.57,-12.36,84.48,21:01:45,
607406507.57,-12.69,85.40,21:01:47,
607406509.57,-12.35,84.57,21:01:49,
607406511.57,-12.75,85.28,21:01:51,
607406513.57,-12.33,84.86,21:01:53,
607406515.57,-12.73,85.28,21:01:55,
607406517.57,-12.45,84.72,21:01:57,
607406519.57,-12.71,84.85,21:01:59,
607406521.57,-12.34,84.69,21:02:01,2020-03-31
607406523.57,-12.85,85.05,21:02:03,
607406525.57,-12.46,85.04,21:02:05,
607406527.56,-12.66,84.57,21:02:07,
