Timestamp,Orientation,Inclination,Time_of_day,Date
607417034.64,-168.68,98.27,23:57:14,
607417036.64,-168.72,98.42,23:57:16,
607417038.64,-168.86,98.27,23:57:18,
607417040.64,-168.75,98.47,23:57:20,
607417042.64,-168.99,98.19,23:57:22,
607417044.64,-168.53,98.63,23:57:24,
607417046.64,-169.06,98.12,23:57:26,
607417048.64,-168.87,98.37,23:57:28,
607417050.64,-169.05,98.16,23:57:30,
607417052.64,-169.09,98.14,23:57:32,
607417054.64,-169.13,98.40,23:57:34,
607417056.64,-169.15,98.33,23:57:36,
607417058.64,-169.32,98.11,23:57:38,
607417060.64,-169.22,98.24,23:57:40,
607417062.64,-169.25,98.18,23:57:42,
607417064.64,-169.27,98.21,23:57:44,
607417066.64,-169.28,98.24,23:57:46,
607417068.64,-169.21,98.36,23:57:48,
607417070.64,-169.27,98.20,23:57:50,
607417072.64,-169.36,98.16,23:57:52,
607417074.64,-169.29,98.25,23:57:54,
607417076.64,-169.35,98.20,23:57:56,
607417078.64,-169.19,98.37,23:57:58,
607417080.64,-169.37,98.20,23:58:00,2020-03-31
607417082.64,-169.11,98.45,23:58:02,
607417084.64,-169.32,98.20,23:58:04,
607417086.64,-169.19,98.34,23:58:06,
607417088.64,-169.29,98.32,23:58:08,
607417090.64,-169.31,98.33,23:58:10,
607417092.64,-169.30,98.23,23:58:12,
607417094.64,-169.40,98.23,23:58:14,
607417096.64,-169.29,98.21,23:58:16,
607417098.64,-169.30,98.24,23:58:18,
607417100.64,-169.40,98.24,23:58:20,
607417102.64,-169.28,98.30,23:58:22,
607417104.64,-169.35,98.21,23:58:24,
607417106.64,-169.38,98.31,23:58:26,
607417108.64,-169.10,98.24,23:58:28,
607417110.64,-169.48,98.16,23:58:30,
607417112.64,-169.41,98.16,23:58:32,
607417114.64,-169.40,98.17,23:58:34,
607417116.64,-169.41,98.19,23:58:36,
607417118.64,-169.48,98.23,23:58:38,
607417120.64,-169.44,98.25,23:58:40,
607417122.64,-169.40,98.21,23:58:42,
607417124.64,-169.50,98.34,23:58:44,
607417126.64,-161.99,100.22,23:58:46,
607417128.64,-164.17,97.27,23:58:48,
607417130.64,-163.92,101.22,23:58:50,
607417132.64,-164.77,101.24,23:58:52,
607417134.64,-164.83,101.19,23:58:54,
607417136.64,-164.91,100.99,23:58:56,
607417138.64,-164.80,101.25,23:58:58,
607417140.64,-164.99,101.01,23:59:00,2020-03-31
607417142.64,-165.17,100.99,23:59:02,
607417144.64,-164.94,101.05,23:59:04,
607417146.64,-165.04,100.91,23:59:06,
607417148.64,-165.00,101.07,23:59:08,
607417150.64,-165.08,100.98,23:59:10,
607417152.64,-165.01,101.06,23:59:12,
607417154.64,-165.12,100.99,23:59:14,
607417156.64,-165.00,101.07,23:59:16,
607417158.64,-165.17,100.92,23:59:18,
607417160.64,-164.88,100.95,23:59:20,
607417162.64,-165.10,101.09,23:59:22,
607417164.64,-165.12,101.00,23:59:24,
607417166.64,-165.08,100.89,23:59:26,
607417168.64,-165.07,101.00,23:59:28,
607417170.64,-165.04,100.96,23:59:30,
607417172.64,-165.11,101.01,23:59:32,
607417174.64,-165.08,100.92,23:59:34,
607417176.64,-165.19,101.02,23:59:36,
607417178.64,-165.09,100.93,23:59:38,
607417180.64,-165.18,101.03,23:59:40,
607417182.64,-165.08,100.97,23:59:42,
607417184.64,-165.27,100.95,23:59:44,
607417186.64,-165.47,101.06,23:59:46,
607417188.64,-165.19,101.07,23:59:48,
607417190.64,-165.18,100.84,23:59:50,
607417192.64,-165.16,101.07,23:59:52,
607417194.64,-165.20,101.01,23:59:54,
607417196.64,-165.18,101.15,23:59:56,
607417198.64,-165.16,100.93,23:59:58,
607417200.64,-165.26,101.11,00:00:00,2020-04-01
607417202.64,-165.29,100.99,00:00:02,
607417204.64,-165.19,101.01,00:00:04,
607417206.64,-165.23,101.09,00:00:06,
607417208.64,-165.27,101.04,00:00:08,
607417210.64,-165.19,100.96,00:00:10,
607417212.64,-165.29,101.04,00:00:12,
607417214.64,-165.26,100.97,00:00:14,
607417216.64,-165.22,101.22,00:00:16,
607417218.64,-165.21,100.86,00:00:18,
607417220.64,-165.25,100.95,00:00:20,
607417222.63,-165.12,101.08,00:00:22,
607417224.63,-165.20,101.04,00:00:24,
607417226.63,-165.19,100.99,00:00:26,
607417228.63,-165.29,100.94,00:00:28,
607417230.64,-165.25,101.07,00:00:30,
607417232.64,-165.10,100.99,00:00:32,
607417234.64,-165.25,100.90,00:00:34,
607417236.64,-165.29,101.05,00:00:36,
607417238.64,-165.42,100.98,00:00:38,
607417240.64,-165.33,101.00,00:00:40,
607417242.64,-165.31,101.02,00:00:42,
607417244.64,-165.32,101.00,00:00:44,
607417246.64,-165.61,100.98,00:00:46,
607417248.64,-165.31,101.10,00:00:48,
607417250.64,-165.31,100.88,00:00:50,
607417252.64,-165.28,101.05,00:00:52,
607417254.64,-165.32,100.94,00:00:54,
607417256.64,-166.19,101.45,00:00:56,
607417258.64,-164.89,101.81,00:00:58,
607417260.64,-165.30,101.35,00:01:00,2020-04-01
607417262.64,-165.31,101.51,00:01:02,
607417264.64,-165.37,101.38,00:01:04,
607417266.64,-165.38,101.48,00:01:06,
607417268.64,-165.34,101.43,00:01:08,
607417270.64,-165.39,101.39,00:01:10,
607417272.64,-165.23,101.36,00:01:12,
607417274.64,-165.29,101.39,00:01:14,
607417276.64,-165.37,101.41,00:01:16,
607417278.64,-165.41,101.37,00:01:18,
607417280.64,-165.70,101.45,00:01:20,
607417282.64,-165.35,101.41,00:01:22,
607417284.64,-165.36,101.37,00:01:24,
607417286.64,-165.33,101.30,00:01:26,
607417288.64,-165.31,101.30,00:01:28,
607417290.64,-165.43,101.34,00:01:30,
607417292.64,-165.43,101.30,00:01:32,
607417294.64,-165.33,101.37,00:01:34,
607417296.64,-165.39,101.39,00:01:36,
607417298.64,-165.46,101.27,00:01:38,
607417300.64,-165.52,101.28,00:01:40,
607417302.64,-165.39,101.39,00:01:42,
607417304.64,-165.44,101.17,00:01:44,
607417306.64,-165.29,101.35,00:01:46,
607417308.64,-165.47,101.29,00:01:48,
607417310.64,-165.48,101.34,00:01:50,
607417312.64,-165.44,101.39,00:01:52,
607417314.64,-165.48,101.40,00:01:54,
607417316.64,-165.53,101.32,00:01:56,
607417318.64,-165.08,101.33,00:01:58,
607417320.64,-165.39,101.28,00:02:00,2020-04-01
607417322.64,-165.44,101.34,00:02:02,
607417324.64,-165.45,101.38,00:02:04,
607417326.64,-165.50,101.41,00:02:06,
607417328.64,-165.43,101.37,00:02:08,
607417330.64,-165.43,101.48,00:02:10,
607417332.64,-165.48,101.33,00:02:12,
607417334.64,-165.54,101.43,00:02:14,
607417336.64,-165.51,101.35,00:02:16,
607417338.64,-165.46,101.41,00:02:18,
607417340.64,-165.56,101.31,00:02:20,
607417342.64,-165.24,101.47,00:02:22,
607417344.64,-165.47,101.25,00:02:24,
607417346.64,-165.55,101.47,00:02:26,
607417348.64,-165.40,101.29,00:02:28,
607417350.64,-165.52,101.41,00:02:30,
607417352.64,-165.48,101.38,00:02:32,
607417354.64,-165.45,101.38,00:02:34,
607417356.64,-165.53,101.36,00:02:36,
607417358.64,-165.57,101.43,00:02:38,
607417360.64,-165.44,101.37,00:02:40,
607417362.64,-165.39,101.37,00:02:42,
607417364.64,-165.47,101.39,00:02:44,
607417366.64,-165.50,101.36,00:02:46,
607417368.64,-165.42,101.48,00:02:48,
607417370.64,-165.52,101.42,00:02:50,
607417372.64,-165.59,101.41,00:02:52,
607417374.64,-165.50,101.29,00:02:54,
607417376.64,-165.50,101.56,00:02:56,
607417378.64,-165.49,101.32,00:02:58,
607417380.64,-165.43,101.45,00:03:00,2020-04-01
607417382.64,-165.51,101.32,00:03:02,
607417384.64,-165.50,101.33,00:03:04,
607417386.64,-165.65,101.29,00:03:06,
607417388.64,-165.52,101.38,00:03:08,
607417390.64,-165.45,101.34,00:03:10,
607417392.64,-165.44,101.38,00:03:12,
607417394.64,-165.94,101.38,00:03:14,
607417396.64,-165.70,101.27,00:03:16,
607417398.64,-165.57,101.37,00:03:18,
607417400.64,-165.48,101.35,00:03:20,
607417402.64,-165.43,101.28,00:03:22,
607417404.64,-165.57,101.30,00:03:24,
607417406.64,-165.55,101.39,00:03:26,
607417408.64,-165.50,101.34,00:03:28,
607417410.64,-165.50,101.30,00:03:30,
607417412.64,-165.56,101.32,00:03:32,
607417414.64,-165.49,101.43,00:03:34,
607417416.64,-165.59,101.41,00:03:36,
607417418.64,-165.50,101.35,00:03:38,
607417420.64,-165.34,101.32,00:03:40,
607417422.64,-165.71,101.34,00:03:42,
607417424.64,-165.65,101.31,00:03:44,
607417426.63,-165.77,101.22,00:03:46,
607417428.64,-165.87,101.31,00:03:48,
607417430.64,-165.61,101.38,00:03:50,
607417432.63,-165.72,101.34,00:03:52,
607417434.64,-165.67,101.35,00:03:54,
607417436.63,-165.75,101.29,00:03:56,
607417438.63,-165.55,101.43,00:03:58,
607417440.63,-165.64,101.42,00:04:00,2020-04-01
607417442.63,-165.80,101.23,00:04:02,
607417444.63,-165.66,101.39,00:04:04,
607417446.63,-165.67,101.32,00:04:06,
607417448.63,-165.75,101.40,00:04:08,
607417450.63,-165.81,101.34,00:04:10,
607417452.63,-165.72,101.44,00:04:12,
607417454.63,-165.66,101.34,00:04:14,
607417456.63,-165.64,101.45,00:04:16,
607417458.63,-165.66,101.30,00:04:18,
607417460.63,-165.75,101.41,00:04:20,
607417462.63,-165.63,101.30,00:04:22,
607417464.63,-165.60,101.31,00:04:24,
607417466.63,-165.70,101.26,00:04:26,
607417468.63,-165.72,101.35,00:04:28,
607417470.63,-165.70,101.29,00:04:30,
607417472.63,-165.63,101.35,00:04:32,
607417474.63,-165.87,101.34,00:04:34,
607417476.63,-165.63,101.35,00:04:36,
607417478.63,-165.70,101.26,00:04:38,
607417480.63,-165.71,101.39,00:04:40,
607417482.63,-165.70,101.27,00:04:42,
607417484.63,-165.44,101.67,00:04:44,
607417486.63,-102.17,103.55,00:04:46,
607417488.63,-164.62,99.64,00:04:48,
607417490.63,-165.32,100.39,00:04:50,
607417492.63,-165.59,100.02,00:04:52,
607417494.63,-165.34,100.22,00:04:54,
607417496.63,-165.61,100.09,00:04:56,
607417498.63,-165.60,100.09,00:04:58,
607417500.63,-165.60,100.01,00:05:00,2020-04-01
607417502.63,-165.69,99.96,00:05:02,
607417504.63,-165.74,99.98,00:05:04,
607417506.63,-165.67,100.00,00:05:06,
607417508.63,-165.75,99.95,00:05:08,
607417510.63,-165.73,99.96,00:05:10,
607417512.63,-165.87,99.99,00:05:12,
607417514.63,-165.82,99.99,00:05:14,
607417516.63,-165.94,100.04,00:05:16,
607417518.63,-165.81,99.89,00:05:18,
607417520.63,-165.77,100.11,00:05:20,
607417522.63,-165.83,99.93,00:05:22,
607417524.63,-165.84,99.95,00:05:24,
607417526.63,-165.85,99.91,00:05:26,
607417528.63,-165.87,99.97,00:05:28,
607417530.63,-165.92,99.99,00:05:30,
607417532.63,-165.88,99.93,00:05:32,
607417534.63,-165.74,99.95,00:05:34,
607417536.63,-165.87,100.05,00:05:36,
607417538.63,-165.77,100.23,00:05:38,
607417540.63,-165.89,99.92,00:05:40,
607417542.63,-165.97,99.94,00:05:42,
607417544.63,-165.94,99.97,00:05:44,
607417546.63,-165.89,100.10,00:05:46,
607417548.63,-165.89,100.05,00:05:48,
607417550.63,-165.91,100.06,00:05:50,
607417552.63,-165.81,100.02,00:05:52,
607417554.63,-165.93,99.93,00:05:54,
607417556.63,-165.87,100.26,00:05:56,
607417558.63,-165.93,99.87,00:05:58,
607417560.63,-165.83,100.16,00:06:00,2020-04-01
607417562.63,-165.92,99.95,00:06:02,
607417564.63,-165.84,100.10,00:06:04,
607417566.63,-165.97,99.94,00:06:06,
607417568.63,-166.12,99.98,00:06:08,
607417570.63,-165.93,99.93,00:06:10,
607417572.63,-165.82,100.09,00:06:12,
607417574.63,-165.96,99.95,00:06:14,
607417576.63,-165.68,100.12,00:06:16,
607417578.63,-165.97,99.90,00:06:18,
607417580.63,-165.97,99.91,00:06:20,
607417582.63,-166.02,99.91,00:06:22,
607417584.63,-165.95,99.89,00:06:24,
607417586.63,-165.91,99.92,00:06:26,
607417588.63,-165.99,99.93,00:06:28,
607417590.63,-165.97,99.92,00:06:30,
607417592.63,-165.96,99.94,00:06:32,
607417594.63,-165.95,100.00,00:06:34,
607417596.63,-165.94,99.88,00:06:36,
607417598.63,-166.04,99.86,00:06:38,
607417600.63,-166.01,99.95,00:06:40,
607417602.63,-165.94,99.98,00:06:42,
607417604.63,-165.93,99.94,00:06:44,
607417606.63,-166.06,99.90,00:06:46,
607417608.63,-166.03,99.90,00:06:48,
607417610.63,-165.52,101.04,00:06:50,
607417612.63,-145.67,105.83,00:06:52,
607417615.04,-19.71,105.19,00:06:55,
607417617.04,-17.70,81.37,00:06:57,
607417619.04,-14.62,94.18,00:06:59,
607417621.04,-15.39,95.09,00:07:01,2020-04-01
607417623.04,-13.69,94.17,00:07:03,
607417625.04,-16.23,93.58,00:07:05,
607417627.04,-14.12,94.45,00:07:07,
607417629.04,-15.01,93.76,00:07:09,
607417631.04,-15.45,93.73,00:07:11,
607417633.04,-14.26,94.01,00:07:13,
607417635.04,-15.21,93.80,00:07:15,
607417637.04,-15.13,94.15,00:07:17,
607417639.04,-14.23,94.33,00:07:19,
607417641.04,-14.80,93.92,00:07:21,
607417643.04,-14.05,94.21,00:07:23,
607417645.04,-13.50,94.28,00:07:25,
607417647.04,-14.02,94.37,00:07:27,
607417649.04,-13.63,94.60,00:07:29,
607417651.04,-14.62,93.99,00:07:31,
607417653.04,-14.44,94.61,00:07:33,
607417655.04,-13.84,94.46,00:07:35,
607417657.04,-15.30,93.83,00:07:37,
607417659.04,-14.02,94.82,00:07:39,
607417661.04,-15.26,93.89,00:07:41,
607417663.04,-14.28,94.57,00:07:43,
607417665.04,-14.12,94.18,00:07:45,
607417667.04,-14.89,94.28,00:07:47,
607417669.04,-13.92,94.46,00:07:49,
607417671.04,-14.69,94.23,00:07:51,
607417673.04,-14.28,94.41,00:07:53,
607417675.04,-12.77,96.00,00:07:55,
607417677.04,-15.73,91.69,00:07:57,
607417679.04,-13.95,105.04,00:07:59,
607417681.04,-18.23,98.91,00:08:01,2020-04-01
607417683.04,-18.22,98.99,00:08:03,
607417685.04,-17.04,98.89,00:08:05,
607417687.04,-18.22,98.85,00:08:07,
607417689.04,-17.19,98.76,00:08:09,
607417691.04,-17.56,98.44,00:08:11,
607417693.04,-16.95,98.92,00:08:13,
607417695.04,-16.86,99.06,00:08:15,
607417697.04,-17.61,98.95,00:08:17,
607417699.04,-16.73,99.13,00:08:19,
607417701.04,-17.57,98.74,00:08:21,
607417703.04,-16.49,98.85,00:08:23,
607417705.04,-16.60,98.55,00:08:25,
607417707.04,-16.32,98.94,00:08:27,
607417709.04,-16.41,98.87,00:08:29,
607417711.04,-16.41,98.95,00:08:31,
607417713.04,-16.38,98.68,00:08:33,
607417715.04,-16.19,99.06,00:08:35,
607417717.04,-17.10,98.74,00:08:37,
607417719.04,-16.94,99.02,00:08:39,
607417721.04,-16.75,99.09,00:08:41,
607417723.04,-16.63,98.93,00:08:43,
607417725.04,-15.75,98.81,00:08:45,
607417727.04,-16.17,98.87,00:08:47,
607417729.04,-16.33,98.92,00:08:49,
607417731.04,-16.10,98.52,00:08:51,
607417733.04,-16.21,98.79,00:08:53,
607417735.04,-15.99,98.74,00:08:55,
607417737.04,-16.01,98.97,00:08:57,
607417739.04,-17.56,98.46,00:08:59,
607417741.04,-17.13,99.02,00:09:01,2020-04-01
607417743.04,-18.21,98.99,00:09:03,
607417745.04,-17.46,99.26,00:09:05,
607417747.04,-18.34,99.12,00:09:07,
607417749.04,-18.56,98.88,00:09:09,
607417751.04,-16.83,99.25,00:09:11,
607417753.04,-18.04,98.81,00:09:13,
607417755.04,-16.81,99.07,00:09:15,
607417757.04,-16.80,98.81,00:09:17,
607417759.04,-17.59,98.94,00:09:19,
607417761.04,-16.50,99.15,00:09:21,
607417763.04,-16.95,98.99,00:09:23,
607417765.04,-16.29,99.57,00:09:25,
607417767.04,-16.01,99.06,00:09:27,
607417769.04,-15.81,98.83,00:09:29,
607417771.04,-16.11,99.15,00:09:31,
607417773.04,-15.54,98.76,00:09:33,
607417775.04,-15.59,98.78,00:09:35,
607417777.04,-15.66,98.82,00:09:37,
607417779.04,-15.54,98.72,00:09:39,
607417781.04,-15.77,98.72,00:09:41,
607417783.04,-16.23,98.80,00:09:43,
607417785.04,-15.58,98.66,00:09:45,
607417787.04,-16.06,98.93,00:09:47,
607417789.04,-15.49,98.64,00:09:49,
607417791.04,-15.87,98.85,00:09:51,
607417793.04,-15.48,98.71,00:09:53,
607417795.04,-15.87,98.87,00:09:55,
607417797.04,-15.63,99.01,00:09:57,
607417799.04,-15.69,98.62,00:09:59,
607417801.04,-16.74,99.34,00:10:01,2020-04-01
607417803.04,-20.88,96.57,00:10:03,
607417805.04,-18.29,91.15,00:10:05,
607417807.04,-20.01,98.01,00:10:07,
607417809.04,-21.42,98.41,00:10:09,
607417811.04,-19.29,97.95,00:10:11,
607417813.04,-20.71,98.46,00:10:13,
607417815.04,-19.51,97.88,00:10:15,
607417817.04,-18.60,97.73,00:10:17,
607417819.04,-19.29,97.86,00:10:19,
607417821.04,-18.30,97.76,00:10:21,
607417823.04,-17.77,97.55,00:10:23,
607417825.04,-18.15,97.46,00:10:25,
607417827.04,-17.88,97.83,00:10:27,
607417829.04,-17.72,97.49,00:10:29,
607417831.04,-17.98,97.66,00:10:31,
607417833.04,-16.85,97.25,00:10:33,
607417835.04,-18.01,97.96,00:10:35,
607417837.04,-17.49,97.52,00:10:37,
607417839.04,-17.89,97.67,00:10:39,
607417841.04,-17.52,97.62,00:10:41,
607417843.04,-17.92,97.71,00:10:43,
607417845.04,-17.58,97.60,00:10:45,
607417847.04,-17.25,97.51,00:10:47,
607417849.04,-17.47,97.57,00:10:49,
607417851.04,-17.01,97.44,00:10:51,
607417853.04,-17.34,97.63,00:10:53,
607417855.04,-17.45,97.75,00:10:55,
607417857.04,-17.43,97.33,00:10:57,
607417859.04,-19.34,98.41,00:10:59,
607417861.04,-19.01,98.26,00:11:01,2020-04-01
607417863.04,-19.19,98.57,00:11:03,
607417865.04,-18.50,98.09,00:11:05,
607417867.04,-19.92,98.35,00:11:07,
607417869.04,-17.92,97.87,00:11:09,
607417871.04,-20.32,98.33,00:11:11,
607417873.04,-18.22,97.94,00:11:13,
607417875.04,-19.02,98.14,00:11:15,
607417877.04,-18.67,98.17,00:11:17,
607417879.04,-17.32,97.67,00:11:19,
607417881.04,-19.28,98.15,00:11:21,
607417883.04,-17.90,97.92,00:11:23,
607417885.04,-18.17,97.56,00:11:25,
607417887.04,-18.05,97.88,00:11:27,
607417889.04,-17.24,97.94,00:11:29,
607417891.04,-18.12,97.77,00:11:31,
607417893.04,-17.38,97.84,00:11:33,
607417895.04,-16.88,97.78,00:11:35,
607417897.04,-16.73,97.52,00:11:37,
607417899.04,-17.08,97.60,00:11:39,
607417901.04,-16.69,97.68,00:11:41,
607417903.04,-16.86,97.44,00:11:43,
607417905.04,-17.00,97.54,00:11:45,
607417907.04,-16.66,97.45,00:11:47,
607417909.04,-17.72,97.64,00:11:49,
607417911.04,-17.19,97.74,00:11:51,
607417913.04,-17.22,97.55,00:11:53,
607417915.04,-17.25,97.62,00:11:55,
607417917.04,-17.20,97.67,00:11:57,
607417919.04,-18.25,97.88,00:11:59,
607417921.04,-22.34,95.42,00:12:01,2020-04-01
607417923.04,-20.44,93.82,00:12:03,
607417925.03,-23.56,94.89,00:12:05,
607417927.03,-24.28,94.88,00:12:07,
607417929.03,-23.15,95.75,00:12:09,
607417931.03,-22.24,94.44,00:12:11,
607417933.04,-104.41,110.10,00:12:13,
607417935.04,-156.19,102.55,00:12:15,
607417937.04,-158.63,102.21,00:12:17,
607417939.04,-158.98,102.26,00:12:19,
607417941.04,-158.96,102.28,00:12:21,
607417943.04,-159.18,102.29,00:12:23,
607417945.04,-159.34,102.35,00:12:25,
607417947.04,-159.21,102.31,00:12:27,
607417949.04,-159.49,102.27,00:12:29,
607417951.04,-159.47,102.36,00:12:31,
607417953.04,-159.38,102.34,00:12:33,
607417955.04,-159.39,102.33,00:12:35,
607417957.04,-159.29,102.28,00:12:37,
607417959.04,-159.40,102.34,00:12:39,
607417961.04,-159.52,102.20,00:12:41,
607417963.04,-159.54,102.31,00:12:43,
607417965.04,-159.48,102.30,00:12:45,
607417967.04,-159.39,102.26,00:12:47,
607417969.04,-159.48,102.23,00:12:49,
607417971.04,-159.54,102.31,00:12:51,
607417973.04,-159.58,102.29,00:12:53,
607417975.04,-159.44,102.33,00:12:55,
607417977.04,-159.48,102.26,00:12:57,
607417979.04,-159.56,102.27,00:12:59,
607417981.04,-159.59,102.30,00:13:01,2020-04-01
607417983.04,-159.72,102.23,00:13:03,
607417985.04,-159.47,102.25,00:13:05,
607417987.04,-159.87,102.36,00:13:07,
607417989.04,-159.29,102.26,00:13:09,
607417991.04,-159.61,102.36,00:13:11,
607417993.04,-159.67,102.19,00:13:13,
607417995.04,-159.64,102.29,00:13:15,
607417997.04,-159.72,102.27,00:13:17,
607417999.04,-159.80,102.29,00:13:19,
607418001.04,-159.74,102.27,00:13:21,
607418003.04,-159.73,102.27,00:13:23,
607418005.04,-159.70,102.36,00:13:25,
607418007.04,-159.78,102.28,00:13:27,
607418009.04,-159.78,102.33,00:13:29,
607418011.04,-159.78,102.30,00:13:31,
607418013.04,-159.76,102.31,00:13:33,
607418015.04,-159.76,102.27,00:13:35,
607418017.04,-159.73,102.32,00:13:37,
607418019.04,-159.76,102.28,00:13:39,
607418021.04,-159.91,102.29,00:13:41,
607418023.04,-159.81,102.34,00:13:43,
607418025.04,-159.75,102.28,00:13:45,
607418027.04,-159.71,102.27,00:13:47,
607418029.04,-159.78,102.24,00:13:49,
607418031.04,-159.75,102.30,00:13:51,
607418033.04,-159.95,102.26,00:13:53,
607418035.04,-159.83,102.35,00:13:55,
607418037.04,-159.89,102.30,00:13:57,
607418039.04,-159.66,102.34,00:13:59,
607418041.04,-159.83,102.22,00:14:01,2020-04-01
607418043.04,-159.66,102.28,00:14:03,
607418045.04,-159.80,102.24,00:14:05,
607418047.04,-159.75,102.33,00:14:07,
607418049.04,-159.79,102.27,00:14:09,
607418051.04,-159.76,102.31,00:14:11,
607418053.04,-159.78,102.27,00:14:13,
607418055.04,-160.13,102.28,00:14:15,
607418057.04,-159.87,102.21,00:14:17,
607418059.04,-159.88,102.25,00:14:19,
607418061.04,-159.79,102.27,00:14:21,
607418063.04,-159.77,102.32,00:14:23,
607418065.04,-159.78,102.23,00:14:25,
607418067.04,-159.86,102.24,00:14:27,
607418069.04,-159.84,102.30,00:14:29,
607418071.04,-159.89,102.30,00:14:31,
607418073.04,-159.80,102.28,00:14:33,
607418075.04,-159.81,102.21,00:14:35,
607418077.04,-159.83,102.30,00:14:37,
607418079.04,-159.87,102.25,00:14:39,
607418081.04,-159.95,102.23,00:14:41,
607418083.04,-159.92,102.25,00:14:43,
607418085.04,-159.69,102.32,00:14:45,
607418087.04,-159.68,102.25,00:14:47,
607418089.04,-159.95,102.29,00:14:49,
607418091.04,-159.88,102.24,00:14:51,
607418093.04,-159.74,102.35,00:14:53,
607418095.04,-159.78,102.28,00:14:55,
607418097.04,-159.76,102.18,00:14:57,
607418099.04,-159.78,102.30,00:14:59,
607418101.04,-159.87,102.24,00:15:01,2020-04-01
607418103.04,-159.70,102.41,00:15:03,
607418105.04,-156.72,103.21,00:15:05,
607418107.04,-93.95,104.18,00:15:07,
607418109.04,-163.38,104.76,00:15:09,
607418111.04,-165.01,104.00,00:15:11,
607418113.04,-164.94,104.03,00:15:13,
607418115.04,-164.89,104.06,00:15:15,
607418117.04,-165.34,104.14,00:15:17,
607418119.04,-164.95,103.99,00:15:19,
607418121.04,-164.97,103.98,00:15:21,
607418123.04,-165.00,103.92,00:15:23,
607418125.04,-164.97,103.92,00:15:25,
607418127.04,-165.30,104.08,00:15:27,
607418129.04,-165.13,103.94,00:15:29,
607418131.04,-164.82,103.92,00:15:31,
607418133.04,-165.10,103.93,00:15:33,
607418135.04,-164.83,103.73,00:15:35,
607418137.04,-165.03,104.02,00:15:37,
607418139.04,-164.98,103.79,00:15:39,
607418141.04,-165.15,103.78,00:15:41,
607418143.04,-164.80,103.87,00:15:43,
607418145.04,-165.06,103.79,00:15:45,
607418147.04,-165.02,103.86,00:15:47,
607418149.04,-164.98,103.75,00:15:49,
607418151.04,-164.98,103.82,00:15:51,
607418153.04,-164.99,103.92,00:15:53,
607418155.04,-165.05,103.78,00:15:55,
607418157.04,-164.89,103.87,00:15:57,
607418159.04,-164.97,103.83,00:15:59,
607418161.04,-165.06,103.80,00:16:01,2020-04-01
607418163.04,-165.02,103.85,00:16:03,
607418165.04,-165.03,103.77,00:16:05,
607418167.04,-164.92,103.91,00:16:07,
607418169.04,-165.05,103.70,00:16:09,
607418171.04,-165.01,103.80,00:16:11,
607418173.04,-164.99,103.66,00:16:13,
607418175.04,-165.02,103.75,00:16:15,
607418177.04,-165.05,103.74,00:16:17,
607418179.04,-165.03,103.86,00:16:19,
607418181.04,-165.03,103.77,00:16:21,
607418183.04,-164.99,103.82,00:16:23,
607418185.04,-164.97,103.74,00:16:25,
607418187.04,-164.98,103.80,00:16:27,
607418189.04,-164.93,103.75,00:16:29,
607418191.04,-165.07,103.80,00:16:31,
607418193.04,-165.04,103.69,00:16:33,
607418195.04,-164.97,103.80,00:16:35,
607418197.04,-164.98,103.76,00:16:37,
607418199.04,-164.85,103.69,00:16:39,
607418201.04,-164.94,103.74,00:16:41,
607418203.04,-165.02,103.73,00:16:43,
607418205.04,-165.01,103.84,00:16:45,
607418207.04,-164.98,103.75,00:16:47,
607418209.04,-164.99,103.76,00:16:49,
607418211.04,-165.05,103.73,00:16:51,
607418213.04,-165.02,103.83,00:16:53,
607418215.04,-165.07,103.80,00:16:55,
607418217.04,-165.42,103.93,00:16:57,
607418219.04,-164.99,103.81,00:16:59,
607418221.04,-164.98,103.67,00:17:01,2020-04-01
607418223.04,-164.99,103.85,00:17:03,
607418225.04,-165.20,103.72,00:17:05,
607418227.03,-165.09,103.76,00:17:07,
607418229.03,-165.07,103.79,00:17:09,
607418231.03,-165.07,103.82,00:17:11,
607418233.03,-165.04,103.80,00:17:13,
607418235.03,-165.06,103.77,00:17:15,
607418237.03,-165.45,103.89,00:17:17,
607418239.03,-164.92,103.77,00:17:19,
607418241.03,-165.06,103.75,00:17:21,
607418243.03,-165.00,103.59,00:17:23,
607418245.03,-165.00,103.78,00:17:25,
607418247.03,-164.97,103.85,00:17:27,
607418249.03,-165.01,103.85,00:17:29,
607418251.03,-164.97,103.78,00:17:31,
607418253.03,-164.92,103.85,00:17:33,
607418255.03,-164.88,103.83,00:17:35,
607418257.03,-164.97,103.79,00:17:37,
607418259.03,-165.04,103.80,00:17:39,
607418261.03,-165.02,103.72,00:17:41,
607418263.03,-165.07,103.78,00:17:43,
607418265.03,-165.11,103.75,00:17:45,
607418267.03,-165.06,103.81,00:17:47,
607418269.03,-165.06,103.70,00:17:49,
607418271.03,-165.01,103.77,00:17:51,
607418273.03,-164.98,103.73,00:17:53,
607418275.03,-164.97,103.66,00:17:55,
607418277.03,-165.09,103.67,00:17:57,
607418279.03,-165.17,103.66,00:17:59,
607418281.03,-165.02,103.82,00:18:01,2020-04-01
607418283.03,-165.08,103.75,00:18:03,
607418285.03,-165.05,103.75,00:18:05,
607418287.03,-165.03,103.71,00:18:07,
607418289.03,-165.08,103.84,00:18:09,
607418291.03,-165.08,103.76,00:18:11,
